Entry;name;Number
3440;[UNUSED] Ancestral Sage;2
3441;Melor Stonehoof;2
3442;Sputtervalve;2
3443;Grub;8
3444;Dig Rat;1
3445;Supervisor Lugwizzle;2
3446;Mebok Mizzyrix;2
3447;Pawe Mistrunner;3
3448;Tonga Runetotem;4
3449;Darsok Swiftdagger;2
3450;Defias Companion;4
3451;Pilot Wizzlecrank;2
3452;Serena Bloodfeather;2
3453;Wharfmaster Dizzywig;2
3454;Cannoneer Smythe;2
3455;Cannoneer Whessan;2
3456;Razormane Pathfinder;2
3457;Razormane Stalker;2
3458;Razormane Seer;3
3459;Razormane Warfrenzy;3
3460;Mud Crawler;2
3461;Oasis Snapjaw;4
3462;Elder Barrens Giraffe;2
3463;Wandering Barrens Giraffe;2
3464;Gazrog;2
3465;Gilthares Firebough;2
3466;Zhevra Courser;2
3467;Baron Longshore;2
3468;Ancient of Lore;14
3469;Ancient of War;14
3470;Rathorian;2
3471;Tinkerer Sniggles;2
3472;Washte Pawne;1
3473;Owatanka;1
3474;Lakota'mani;1
3475;Echeyakee;2
3476;Isha Awak;2
3477;Hraq;6
3478;Traugh;6
3479;Nargal Deatheye;6
3480;Moorane Hearthgrain;2
3481;Barg;2
3482;Tari'qa;6
3483;Jahan Hawkwing;13
3484;Kil'hala;6
3485;Wrahk;6
3486;Halija Whitestrider;2
3487;Kalyimah Stormcloud;2
3488;Uthrok;2
3489;Zargh;13
3490;Hula'mahi;6
3491;Ironzar;2
3492;Vexspindle;3
3493;Grazlix;3
3494;Tinkerwiz;6
3495;Gagsprocket;6
3496;Fuzruckle;1
3497;Kilxx;6
3498;Jazzik;2
3499;Ranik;6
3500;Tarhus;21
3501;Horde Guard;10
3502;Ratchet Bruiser;12
3503;Silithid Protector;2
3504;Gil;3
3505;Pat;3
3507;Andi;3
3508;Mikey;3
3509;Geoff;3
3510;Twain;3
3511;Steven;3
3512;Jimmy;3
3513;Miss Danna;3
3514;Tenaron Stormgrip;1
3515;Corithras Moonrage;1
3516;Arch Druid Fandral Staghelm;1
3517;Rellian Greenspyre;1
3518;Thomas Miller;2
3519;Sentinel Arynia Cloudsbreak;1
3520;Ol' Emma;15
3521;Ak'Zeloth;1
3522;Constance Brisboise;6
3523;Bowen Brisboise;6
3524;Spirit Wolf;1
3525;[UNUSED] Turtle Trainer;11
3527;Healing Stream Totem;2
3528;Pyrewood Armorer;2
3529;Moonrage Armorer;2
3530;Pyrewood Tailor;2
3531;Moonrage Tailor;2
3532;Pyrewood Leatherworker;2
3533;Moonrage Leatherworker;2
3534;Wallace the Blind;2
3535;Blackmoss the Fetid;1
3536;Kris Legace;5
3537;Zixil;5
3538;Overwatch Mark I;5
3539;Ott;5
3540;Hal McAllister;6
3541;Sarah Raycroft;5
3542;Jaysin Lanyda;6
3543;Robert Aebischer;6
3544;Jason Lemieux;5
3545;Claude Erksine;1
3546;Bernie Heisten;12
3547;Hamlin Atkins;1
3548;Selina Weston;6
3549;Shelene Rhobart;6
3550;Martine Tramblay;6
3551;Patrice Dwyer;6
3552;Alexandre Lefevre;2
3553;Sebastian Meloche;2
3554;Andrea Boynton;2
3555;Johan Focht;6
3556;Andrew Hilbert;6
3557;Guillaume Sorouy;6
3558;[UNUSED] Temp Poisoning Vendor Undead;6
3559;Temp Poisoning Vendor Dwarf;6
3560;Healing Ward;6
3561;Kyrai;6
3562;Alaindia;5
3564;Temp Reagent Vendor Dwarf;2
3565;[UNUSED] Temp Reagent Vendor Undead;2
3566;Flatland Prowler;1
3567;Tallonkai Swiftroot;1
3568;Mist;1
3569;Bogling;13
3570;Cleansed Timberling;1
3571;Teldrassil Sentinel;12
3572;Zizzek;6
3573;Mana Spring Totem;3
3574;Riding Bat;2
3575;Praenus Raxxeus;2
3577;Dalaran Brewmaster;2
3578;Dalaran Miner;2
3579;Stoneclaw Totem;1
3580;Invisibility Totem;14
3581;Sewer Beast;12
3582;Aman;1
3583;Barithras Moonshade;2
3584;Therylune;3
3585;Therysil;3
3586;Miner Johnson;4
3587;Lyrai;1
3588;Khardan Proudblade;1
3589;Keina;1
3590;Janna Brightmoon;1
3591;Freja Nightwing;1
3592;Andiss;1
3593;Alyissia;1
3594;Frahun Shadewhisper;1
3595;Shanda;1
3596;Ayanna Everstride;1
3597;Mardant Strongoak;1
3598;Kyra Windblade;1
3599;Jannok Breezesong;1
3600;Laurna Morninglight;1
3601;Dazalar;1
3602;Kal;1
3603;Cyndra Kindwhisper;6
3604;Malorne Bladeleaf;6
3605;Nadyia Maneweaver;6
3606;Alanna Raveneye;6
3607;Androl Oakhand;6
3608;Aldia;2
3609;Shalomon;2
3610;Jeena Featherbow;2
3611;Brannol Eaglemoon;2
3612;Sinda;2
3613;Meri Ironweave;2
3614;Narret Shadowgrove;6
3615;Devrak;2
3616;Onu;1
3617;Lordaeron Citizen;6
3619;Ghost Saber;2
3620;Harruk;1
3621;Kurll;12
3622;Grokor;10
3623;[UNUSED] Tursk;1
3624;Zudd;10
3625;Rarck;23
3626;Jenn Langston;1
3627;Erich Lohan;1
3628;Steven Lohan;1
3629;David Langston;1
3630;Deviate Coiler;4
3631;Deviate Stinglash;4
3632;Deviate Creeper;4
3633;Deviate Slayer;4
3634;Deviate Stalker;4
3636;Deviate Ravager;4
3637;Deviate Guardian;4
3638;Devouring Ectoplasm;4
3639;Sentinel Tysha Moonblade;1
3640;Evolving Ectoplasm;4
3641;Deviate Lurker;4
3642;Deviate Horror;2
3644;Cerellean Whiteclaw;2
3649;Thundris Windweaver;1
3650;Asterion;1
3651;[UNUSED] Kolkar Observer;2
3652;Trigore the Lasher;2
3653;Kresh;4
3654;Mutanus the Devourer;4
3655;Mad Magglish;4
3657;Sentinel Elissa Starbreeze;3
3658;Lizzarik;2
3659;Jorb;6
3660;Athrikus Narassin;3
3661;Balthule Shadowstrike;3
3662;Delmanis the Hated;2
3663;Delgren the Purifier;3
3664;Ilkrud Magthrull;3
3665;Crane Operator Bigglefuzz;4
3666;Wizbang Cranktoggle;1
3667;Anaya Dawnrunner;2
3668;Tortured Highborne Soul;2
3669;Lord Cobrahn;4
3670;Lord Pythas;4
3671;Lady Anacondra;4
3672;Boahn;4
3673;Lord Serpentis;4
3674;Skum;4
3678;Disciple of Naralex;4
3679;Naralex;4
3680;Serpentbloom Snake;1
3681;Wisp;1
3682;Vrang Wildgore;1
3683;Kiknikle;5
3684;Pizznukle;5
3685;Harb Clawhoof;11
3688;Reban Freerunner;1
3689;Laer Stepperunner;5
3690;Kar Stormsinger;11
3691;Raene Wolfrunner;3
3692;Volcor;3
3693;Terenthis;3
3694;Sentinel Selarin;3
3695;Grimclaw;1
3696;Ran Bloodtooth;3
3697;Kyln Longclaw;1
3698;Bolyun;3
3699;Nerra;1
3700;Jadenvis Seawatcher;21
3701;Tharnariun Treetender;2
3702;Alanndarian Nightsong;2
3703;Krulmoo Fullmoon;6
3704;Mahani;6
3705;Gahroot;3
3706;Tai'jin;1
3707;Ken'jai;1
3708;Gruna;13
3711;Wrathtail Myrmidon;3
3712;Wrathtail Razortail;3
3713;Wrathtail Wave Rider;3
3715;Wrathtail Sea Witch;3
3717;Wrathtail Sorceress;3
3718;[UNUSED] Wrathtail Tide Princess;2
3721;Mystlash Hydra;3
3722;Mystlash Flayer;3
3725;Dark Strand Cultist;3
3727;Dark Strand Enforcer;3
3728;Dark Strand Adept;3
3730;Dark Strand Excavator;3
3732;Forsaken Seeker;3
3733;Forsaken Herbalist;3
3734;Forsaken Thug;3
3735;Apothecary Falthis;3
3736;Darkslayer Mordenthal;3
3737;Saltspittle Puddlejumper;3
3739;Saltspittle Warrior;3
3740;Saltspittle Muckdweller;3
3742;Saltspittle Oracle;3
3743;Foulweald Warrior;3
3745;Foulweald Pathfinder;3
3746;Foulweald Den Watcher;3
3748;Foulweald Shaman;3
3749;Foulweald Ursa;3
3750;Foulweald Totemic;3
3752;Xavian Rogue;5
3754;Xavian Betrayer;5
3755;Xavian Felsworn;5
3757;Xavian Hellcaller;5
3758;Felmusk Satyr;5
3759;Felmusk Rogue;5
3762;Felmusk Felsworn;5
3763;Felmusk Shadowstalker;5
3765;Bleakheart Satyr;5
3767;Bleakheart Trickster;5
3770;Bleakheart Shadowstalker;5
3771;Bleakheart Hellcaller;5
3772;Lesser Felguard;3
3773;Akkrilus;3
3774;Felslayer;3
3777;Aelyssa;6
3778;Myielea Starwhisper;6
3779;Syurana;14
3780;Shadethicket Moss Eater;3
3781;Shadethicket Wood Shaper;3
3782;Shadethicket Stone Mover;3
3783;Shadethicket Raincaller;3
3784;Shadethicket Bark Ripper;3
3789;Terrowulf Fleshripper;7
3791;Terrowulf Shadow Weaver;7
3792;Terrowulf Packlord;7
3793;Initiate Druid;1
3794;Druid of the Talon;14
3795;Druid of the Claw;14
3796;Druid of the Wild;1
3797;Cenarion Protector;3
3799;Severed Druid;5
3801;Severed Sleeper;5
3802;Severed Dreamer;5
3803;Severed Keeper;5
3804;Forsaken Intruder;5
3806;Forsaken Infiltrator;5
3807;Forsaken Assassin;5
3808;Forsaken Dark Stalker;5
3809;Ashenvale Bear;3
3810;Elder Ashenvale Bear;3
3811;Giant Ashenvale Bear;7
3812;Clattering Crawler;3
3814;Spined Crawler;3
3815;Blink Dragon;7
3816;Wild Buck;3
3817;Shadowhorn Stag;3
3818;Elder Shadowhorn Stag;7
3819;Wildthorn Stalker;3
3820;Wildthorn Venomspitter;3
3821;Wildthorn Lurker;5
3823;Ghostpaw Runner;3
3824;Ghostpaw Howler;3
3825;Ghostpaw Alpha;7
3826;Rabid Ghostpaw;1
3831;[UNUSED] Ancient Guardian;2
3832;Cenarion Steward;1
3833;Cenarion Vindicator;18
3834;Crazed Ancient;13
3835;Biletoad;4
3836;Mountaineer Pebblebitty;12
3837;Riding Hippogryph;2
3838;Vesprystus;2
3839;Voidlasher;2
3840;Druid of the Fang;4
3841;Caylais Moonfeather;2
3842;Brombar Higgleby;10
3843;Anaya;2
3844;Healing Ward IV;3
3845;Shindrell Swiftfire;3
3846;Talen;3
3847;Orendil Broadleaf;3
3848;Kayneth Stillwind;5
3849;Deathstalker Adamant;8
3850;Sorcerer Ashcrombe;8
3851;Shadowfang Whitescalp;8
3852;Shadowfang Bloodhowler;2
3853;Shadowfang Moonwalker;8
3854;Shadowfang Wolfguard;8
3855;Shadowfang Darksoul;8
3857;Shadowfang Glutton;8
3859;Shadowfang Ragetooth;8
3860;Shadowfang Tainted One;2
3861;Bleak Worg;8
3862;Slavering Worg;8
3863;Lupine Horror;8
3864;Fel Steed;8
3865;Shadow Charger;8
3866;Vile Bat;8
3868;Blood Seeker;8
3869;Lesser Gargoyle;2
3870;Stone Sleeper;2
3872;Deathsworn Captain;8
3873;Tormented Officer;8
3875;Haunted Servitor;8
3876;Traumatized Spirit;2
3877;Wailing Guardsman;8
3878;Magthrull's Doomguard;2
3879;Dark Strand Assassin;3
3880;Sentinel Melyria Frostshadow;10
3881;Grimtak;2
3882;Zlagk;1
3883;Moodan Sungrain;1
3884;Jhawna Oatwind;1
3885;Sentinel Velene Starstrike;13
3886;Razorclaw the Butcher;8
3887;Baron Silverlaine;8
3888;Korra;3
3890;Brakgul Deathbringer;24
3891;Teronis' Corpse;3
3892;Relara Whitemoon;3
3893;Forsaken Scout;3
3894;Pelturas Whitemoon;3
3895;Captain Noteo;1
3896;Captain Hart;1
3897;Krolg;3
3898;Aligar the Tormentor;3
3899;Balizar the Umbrage;3
3900;Caedakar the Vicious;3
3901;Illiyana;5
3902;Searing Totem II;2
3903;Searing Totem III;6
3904;Searing Totem IV;11
3906;Healing Stream Totem II;6
3907;Healing Stream Totem III;11
3908;Healing Stream Totem IV;12
3909;Healing Stream Totem V;14
3911;Stoneclaw Totem II;5
3912;Stoneclaw Totem III;10
3913;Stoneclaw Totem IV;6
3914;Rethilgore;8
3915;Dagri;3
3916;Shael'dryn;3
3917;Befouled Water Elemental;13
3919;Withered Ancient;13
3920;Anilia;5
3921;Thistlefur Ursa;3
3922;Thistlefur Totemic;3
3923;Thistlefur Den Watcher;3
3924;Thistlefur Shaman;3
3925;Thistlefur Avenger;3
3926;Thistlefur Pathfinder;3
3927;Wolf Master Nandos;8
3928;Rotting Slime;3
3931;Shadethicket Oracle;3
3932;Bloodtooth Guard;3
3933;Hai'zan;2
3934;Innkeeper Boorand Plainswind;10
3935;Toddrick;1
3936;Shandris Feathermoon;11
3937;Kira Songshine;3
3938;Roth Bluntblade;3
3939;Razormane Wolf;1
3940;Taneel Darkwood;10
3941;Uthil Mooncall;10
3942;Mavoris Cloudsbreak;10
3943;Ruuzel;3
3944;Wrathtail Priestess;3
3945;Caravaneer Ruzzgot;10
3946;Velinde Starsong;10
3947;Goblin Shipbuilder;4
3948;Honni Goldenoat;1
3950;Minor Water Guardian;13
3951;Bhaldaran Ravenshade;5
3952;Aeolynn;3
3953;Tandaan Lightmane;3
3954;Dalria;6
3955;Shandrina;10
3956;Harklan Moongrove;6
3957;Jainay Featherbreeze;6
3958;Lardan;6
3959;Nantar;3
3960;Ulthaan;3
3961;Maliynn;3
3962;Haljan Oakheart;3
3963;Danlaar Nightstride;3
3964;Kylanna;6
3965;Cylania Rootstalker;6
3966;Kaleem;6
3967;Aayndia Floralwind;6
3968;Sentry Totem;10
3969;Fahran Silentblade;6
3970;Llana;3
3971;Agro 5;14
3972;Agro 7;14
3973;Agro 10;14
3974;Houndmaster Loksey;10
3975;Herod;10
3976;Scarlet Commander Mograine;10
3977;High Inquisitor Whitemane;10
3978;Sage Truthseeker;10
3979;Librarian Mae Paledust;10
3980;Raleigh the Devout;10
3981;Vorrel Sengutz;10
3982;Monika Sengutz;10
3983;Interrogator Vishas;10
3984;Nancy Vishas;10
3985;Grandpa Vishas;6
3986;Sarilus Foulborne;13
3987;Dal Bloodclaw;3
3988;Venture Co. Operator;2
3989;Venture Co. Logger;2
3990;Venture Co. Cutter;2
3991;Venture Co. Deforester;2
3992;Venture Co. Engineer;2
3993;Venture Co. Machine Smith;2
3994;Keeper Albagorm;11
3995;Witch Doctor Jin'Zil;2
3996;Faldreas Goeth'Shael;11
3997;Venture Co. Overboss;2
3998;Windshear Vermin;2
3999;Windshear Digger;2
4001;Windshear Tunnel Rat;2
4002;Windshear Stonecutter;2
4003;Windshear Geomancer;2
4004;Windshear Overlord;2
4005;Deepmoss Creeper;2
4006;Deepmoss Webspinner;2
4007;Deepmoss Venomspitter;2
4008;Cliff Stormer;2
4009;Raging Cliff Stormer;2
4011;Young Pridewing;2
4012;Pridewing Wyvern;3
4013;Pridewing Skyhunter;3
4014;Pridewing Consort;3
4015;Pridewing Patriarch;3
4016;Fey Dragon;3
4017;Wily Fey Dragon;3
4018;Antlered Courser;2
4019;Great Courser;3
4020;Sap Beast;2
4021;Corrosive Sap Beast;3
4022;Bloodfury Harpy;3
4023;Bloodfury Roguefeather;3
4024;Bloodfury Slayer;3
4025;Bloodfury Ambusher;3
4026;Bloodfury Windcaller;3
4027;Bloodfury Storm Witch;3
4028;Charred Ancient;13
4029;Blackened Ancient;13
4030;Vengeful Ancient;13
4031;Fledgling Chimaera;3
4032;Young Chimaera;3
4033;Charred Stone Spirit;13
4034;Enraged Stone Spirit;13
4035;Furious Stone Spirit;13
4036;Rogue Flame Spirit;3
4037;Burning Ravager;3
4038;Burning Destroyer;3
4039;Dinnis;6
4040;Cave Stalker;3
4041;Scorched Basilisk;3
4042;Singed Basilisk;3
4043;Galthuk;1
4044;Blackened Basilisk;3
4045;[UNUSED] JEFF CHOW TEST;1
4046;Magatha Grimtotem;3
4047;Zor Lonetree;2
4048;Falfindel Waywarder;11
4049;Seereth Stonebreak;2
4050;Cenarion Caretaker;3
4051;Cenarion Botanist;3
4052;Cenarion Druid;3
4053;Daughter of Cenarius;3
4054;Laughing Sister;3
4055;Mirkfallon Glade Strider;1
4056;Mirkfallon Keeper;3
4057;Son of Cenarius;3
4059;Forest Spirit;1
4061;Mirkfallon Dryad;3
4062;Dark Iron Bombardier;6
4063;Feeboz;10
4064;Blackrock Scout;2
4065;Blackrock Sentry;2
4066;Nal'taszar;5
4067;Twilight Runner;3
4068;Serpent Messenger;3
4069;Venture Co. Planner;2
4070;Venture Co. Builder;2
4071;Venture Co. Grinder;2
4072;Prisoner of Jin'Zil;2
4073;XT:4;3
4074;XT:9;3
4075;Rat;1
4076;Roach;2
4077;Gaxim Rustfizzle;11
4078;Collin Mauren;3
4079;Sentinel Thenysil;13
4080;Kaela Shadowspear;13
4081;Lomac Gearstrip;13
4082;Grawnal;5
4083;Jeeda;3
4084;Chylina;3
4085;Nizzik;3
4086;Veenix;3
4087;Arias'ta Bladesinger;1
4088;Elanaria;1
4089;Sildanair;1
4090;Astarii Starseeker;12
4091;Jandria;1
4092;Lariia;1
4093;Galak Wrangler;5
4094;Galak Scout;5
4095;Galak Mauler;5
4096;Galak Windchaser;5
4097;Galak Stormer;5
4098;Galak Pack Runner;5
4099;Galak Marauder;5
4100;Screeching Harpy;5
4101;Screeching Roguefeather;5
4104;Screeching Windcaller;5
4107;Highperch Wyvern;7
4109;Highperch Consort;7
4110;Highperch Patriarch;7
4111;Gravelsnout Kobold;5
4112;Gravelsnout Vermin;5
4113;Gravelsnout Digger;5
4114;Gravelsnout Forager;5
4115;[UNUSED] Gravelsnout Ambusher;5
4116;Gravelsnout Surveyor;5
4117;Cloud Serpent;18
4118;Venomous Cloud Serpent;7
4119;Elder Cloud Serpent;7
4120;Thundering Boulderkin;13
4121;Wandering Boulderkin;13
4124;Needles Cougar;7
4126;Crag Stalker;5
4127;Hecklefang Hyena;2
4128;Hecklefang Stalker;2
4129;Hecklefang Snarler;2
4130;Silithid Searcher;5
4131;Silithid Invader;5
4132;Silithid Ravager;6
4133;Silithid Hive Drone;5
4138;Jeen'ra Nightrunner;1
4139;Scorpid Terror;7
4140;Scorpid Reaver;7
4142;Sparkleshell Tortoise;5
4143;Sparkleshell Snapper;5
4144;Sparkleshell Borer;5
4146;Jocaste;1
4147;Saltstone Basilisk;5
4149;Kesteryth;6
4150;Saltstone Gazer;5
4151;Saltstone Crystalhide;5
4153;Kysandia;6
4154;Salt Flats Scavenger;5
4155;Idriana;13
4156;Astaia;6
4157;Kitari Farseeker;6
4158;Salt Flats Vulture;6
4159;Me'lynn;6
4160;Ainethil;6
4161;Lysheana;10
4163;Syurna;1
4164;Cylania;5
4165;Elissa Dumas;2
4166;Gazelle;1
4167;Dendrythis;5
4168;Elynna;6
4169;Jaeana;5
4170;Ellandrieth;5
4171;Merelyssa;5
4172;Anadyia;5
4173;Landria;5
4174;Siannai;5
4175;Vinasia;5
4176;Ki'rasia;5
4177;Melea;5
4178;Shaia;5
4179;Freillania;5
4180;Ealyshia Dewwhisper;5
4181;Fyrenna;5
4182;Dalmond;2
4183;Naram Longclaw;2
4184;Geenia Sunshadow;12
4185;Shaldyn;2
4186;Mavralyn;6
4187;Harlon Thornguard;3
4188;Illyanie;3
4189;Valdaron;6
4190;Kyndri;1
4191;Allyndia;2
4192;Taldan;2
4193;Grondal Moonbreeze;6
4194;Ullanna;6
4195;Tiyani;2
4196;Silithid Swarm;1
4197;Ken'zigla;3
4198;Braelyn Firehand;3
4200;Laird;6
4201;Ziz Fizziks;2
4202;Gerenzo Wrenchwhistle;2
4203;Ariyell Skyshadow;5
4204;Firodren Mooncaller;6
4205;Dorion;1
4206;Talar;6
4207;Valyen Wolfsong;11
4208;Lairn;1
4209;Garryeth;1
4210;Alegorn;6
4211;Dannelor;6
4212;Telonis;6
4213;Taladan;6
4214;Erion Shadewhisper;1
4215;Anishar;1
4216;Chardryn;6
4217;Mathrengyl Bearwalker;1
4218;Denatharion;1
4219;Fylerian Nightwing;1
4220;Cyroen;5
4221;Talaelar;6
4222;Voloren;6
4223;Fyldan;6
4224;Talegon;6
4225;Saenorion;6
4226;Ulthir;6
4228;Vaean;6
4229;Mythrin'dir;6
4230;Yldan;5
4231;Kieran;5
4232;Glorandiir;5
4233;Mythidan;5
4234;Andrus;5
4235;Turian;5
4236;Cyridan;5
4237;Urthoniir;5
4239;Lewin Starfeather;5
4240;Caynrus;5
4241;Mydrannul;5
4242;Frostsaber Companion;1
4243;Nightshade;1
4244;Shadow;1
4245;Mistrunner;3
4246;Moonprowler;3
4247;Stonepaw;3
4248;Pesterhide Hyena;7
4249;Pesterhide Snarler;7
4250;Galak Packhound;5
4251;Goblin Racer;5
4252;Gnome Racer;5
4253;Bear Form (Night Elf Druid);1
4254;Geofram Bouldertoe;6
4255;Brogus Thunderbrew;23
4256;Golnir Bouldertoe;6
4257;Lana Thunderbrew;23
4258;Bengus Deepforge;6
4259;Thurgrum Deepforge;6
4260;Venture Co. Shredder;10
4261;Bear Form (Tauren Druid);1
4262;Darnassus Sentinel;12
4263;Deepmoss Hatchling;2
4264;Deepmoss Matriarch;2
4265;Nyoma;6
4266;Danlyia;2
4267;Daelyshia;3
4268;Riding Wolf (Gray);11
4269;Riding Horse (Chestnut);11
4270;Riding Wolf (Red);11
4271;Riding Wolf (DarkGray);11
4272;Riding Wolf (DarkBrown);11
4273;Keeper Ordanus;3
4274;Fenrus the Devourer;8
4275;Archmage Arugal;8
4276;Piznik;2
4277;Eye of Kilrogg;2
4278;Commander Springvale;8
4279;Odo the Blindwatcher;8
4280;Scarlet Preserver;10
4281;Scarlet Scout;10
4282;Scarlet Magician;10
4283;Scarlet Sentry;10
4284;Scarlet Augur;10
4285;Scarlet Disciple;10
4286;Scarlet Soldier;10
4287;Scarlet Gallant;10
4288;Scarlet Beastmaster;10
4289;Scarlet Evoker;10
4290;Scarlet Guardsman;10
4291;Scarlet Diviner;10
4292;Scarlet Protector;10
4293;Scarlet Scryer;10
4294;Scarlet Sorcerer;10
4295;Scarlet Myrmidon;10
4296;Scarlet Adept;10
4297;Scarlet Conjuror;10
4298;Scarlet Defender;10
4299;Scarlet Chaplain;10
4300;Scarlet Wizard;10
4301;Scarlet Centurion;10
4302;Scarlet Champion;10
4303;Scarlet Abbot;10
4304;Scarlet Tracking Hound;10
4305;Kriggon Talsone;6
4306;Scarlet Torturer;10
4307;Heldan Galesong;6
4308;Unfettered Spirit;10
4309;Gorm Grimtotem;14
4310;Cor Grimtotem;14
4311;Holgar Stormaxe;5
4312;Tharm;2
4313;[UNUSED] [PH] Ambassador Saylaton Gravehoof;3
4314;Gorkas;23
4315;[UNUSED] Guthrin Gravehoof;3
4316;Kolkar Packhound;1
4317;Nyse;5
4318;[UNUSED] Delyka;11
4319;Thyssiana;13
4320;Caelyb;3
4321;Baldruc;10
4322;Corthryn;6
4323;Searing Hatchling;10
4324;Searing Whelp;10
4328;Firemane Scalebane;11
4329;Firemane Scout;10
4331;Firemane Ash Tail;10
4333;Firemane Devourer;10
4334;Firemane Flamecaller;11
4339;Brimgore;11
4340;Mirallia;10
4341;Drywallow Crocolisk;10
4342;Drywallow Vicejaw;10
4343;Drywallow Snapper;10
4344;Mottled Drywallow Crocolisk;10
4345;Drywallow Daggermaw;10
4346;Noxious Flayer;10
4347;Noxious Reaver;10
4348;Noxious Shredder;10
4351;Bloodfen Raptor;10
4352;Bloodfen Screecher;10
4355;Bloodfen Scytheclaw;10
4356;Bloodfen Razormaw;10
4357;Bloodfen Lashtail;10
4358;Mirefin Puddlejumper;10
4359;Mirefin Murloc;10
4360;Mirefin Warrior;10
4361;Mirefin Muckdweller;10
4362;Mirefin Coastrunner;10
4363;Mirefin Oracle;10
4364;Strashaz Warrior;14
4366;Strashaz Serpent Guard;14
4368;Strashaz Myrmidon;14
4370;Strashaz Sorceress;14
4371;Strashaz Siren;14
4374;Strashaz Hydra;14
4376;Darkmist Spider;10
4377;Darkmist Lurker;10
4378;Darkmist Recluse;10
4379;Darkmist Silkspinner;10
4380;Darkmist Widow;10
4382;Withervine Creeper;10
4385;Withervine Rager;10
4386;Withervine Bark Ripper;10
4387;Withervine Mire Beast;10
4388;Young Murk Thresher;10
4389;Murk Thresher;10
4390;Elder Murk Thresher;11
4391;Swamp Ooze;10
4392;Corrosive Swamp Ooze;10
4393;Acidic Swamp Ooze;10
4394;Bubbling Swamp Ooze;10
4395;Blistering Swamp Ooze;10
4396;Mudrock Tortoise;10
4397;Mudrock Spikeshell;10
4398;Mudrock Burrower;10
4399;Mudrock Borer;10
4400;Mudrock Snapjaw;10
4401;Muckshell Clacker;10
4402;Muckshell Snapclaw;10
4403;Muckshell Pincer;10
4404;Muckshell Scrabbler;10
4405;Muckshell Razorclaw;11
4407;Teloren;2
4408;Aquatic Form (Night Elf Druid);2
4409;Gatekeeper Kordurus;18
4410;Aquatic Form (Tauren Druid);2
4411;Darkfang Lurker;10
4412;Darkfang Creeper;10
4413;Darkfang Spider;10
4414;Darkfang Venomspitter;10
4415;Giant Darkfang Spider;10
4416;Defias Strip Miner;4
4417;Defias Taskmaster;4
4418;Defias Wizard;4
4419;Race Master Kronkrider;6
4420;Overlord Ramtusk;9
4421;Charlga Razorflank;9
4422;Agathelos the Raging;9
4423;Darnassian Protector;12
4424;Aggem Thorncurse;9
4425;Blind Hunter;9
4427;Ward Guardian;9
4428;Death Speaker Jargba;9
4429;Goblin Pit Crewman;11
4430;Gnome Pit Crewman;11
4435;Razorfen Warrior;9
4436;Razorfen Quilguard;9
4437;Razorfen Warden;9
4438;Razorfen Spearhide;9
4439;[UNUSED] Charlga's Bodyguard;9
4440;Razorfen Totemic;9
4442;Razorfen Defender;9
4443;Wazza;1
4444;Deathstalker Vincent;8
4445;Griznak;6
4446;Mazzer Stripscrew;6
4449;Crazzle Sprysprocket;6
4450;Rugfizzle;6
4451;Auld Stonespire;11
4452;Kravel Koalbeard;5
4453;Wizzle Brassbolts;5
4454;Fizzle Brassbolts;5
4455;Red Jack Flint;10
4456;Fiora Longears;10
4457;Murkgill Forager;10
4458;Murkgill Hunter;10
4459;Murkgill Oracle;10
4460;Murkgill Lord;10
4461;Murkgill Warrior;10
4462;Blackrock Hunter;2
4463;Blackrock Summoner;2
4464;Blackrock Gladiator;3
4465;Vilebranch Warrior;11
4466;Vilebranch Scalper;11
4467;Vilebranch Soothsayer;11
4468;Jade Sludge;11
4469;Emerald Ooze;11
4472;Haunting Vision;14
4474;Rotting Cadaver;14
4475;Blighted Zombie;14
4476;Screaming Haunt;13
4479;Fardel Dabyrie;9
4480;Kenata Dabyrie;9
4481;Marcel Dabyrie;9
4482;Vilebranch Wolf;11
4483;Moktar Krin;5
4484;Feero Ironhand;3
4485;Belgrom Rockmaul;5
4486;Genavie Callow;9
4487;Kodiak;5
4488;Parqual Fintallas;13
4489;Braug Dimspirit;13
4490;Grenka Bloodscreech;13
4491;Woof;1
4493;Scarlet Avenger;14
4494;Scarlet Spellbinder;14
4495;Gnome Pit Boss;11
4496;Goblin Pit Boss;11
4497;Captain Quirk;1
4498;Maurin Bonesplitter;10
4499;Rok'Alim the Pounder;13
4500;Overlord Mok'Morokk;11
4501;Draz'Zilb;11
4502;Tharg;11
4503;Mudcrush Durtfeet;10
4504;Frostmaw;9
4505;Bloodsail Deckhand;11
4506;Bloodsail Swabby;11
4507;Daisy;5
4508;Willix the Importer;9
4509;Sargath;2
4510;Heralath Fallowbrook;9
4511;Agam'ar;9
4512;Rotting Agam'ar;9
4514;Raging Agam'ar;9
4515;Death's Head Acolyte;9
4516;Death's Head Adept;9
4517;Death's Head Priest;9
4518;Death's Head Sage;9
4519;Death's Head Seer;9
4520;Razorfen Geomancer;9
4521;Treshala Fallowbrook;9
4522;Razorfen Dustweaver;9
4523;Razorfen Groundshaker;9
4525;Razorfen Earthbreaker;9
4526;Wind Howler;9
4528;Stone Rumbler;9
4530;Razorfen Handler;9
4531;Razorfen Beast Trainer;9
4532;Razorfen Beastmaster;9
4534;Tamed Hyena;9
4535;Tamed Battleboar;9
4538;Kraul Bat;9
