entry;name;Number
3810;Double Mail Bracers;6
3811;Double-stitched Cloak;6
3812;Double Mail Gloves;6
3813;Double Mail Pants;5
3814;Double Mail Shoulderpads;6
3815;Double Mail Vest;5
3816;Reflective Heater;6
3817;Reinforced Buckler;5
3818;Fadeleaf;9
3819;Wintersbite;9
3820;Stranglekelp;11
3821;Goldthorn;9
3822;Runic Darkblade;3
3823;Lesser Invisibility Potion;9
3824;Shadow Oil;9
3825;Elixir of Fortitude;9
3826;Mighty Troll's Blood Potion;25
3827;Mana Potion;3
3828;Elixir of Detect Lesser Invisibility;9
3829;Frost Oil;9
3830;Recipe: Elixir of Fortitude;9
3831;Recipe: Mighty Troll's Blood Potion;25
3832;Recipe: Elixir of Detect Lesser Invisibility;9
3833;Adept's Cloak;6
3834;Sturdy Cloth Trousers;1
3835;Green Iron Bracers;9
3836;Green Iron Helm;9
3837;Golden Scale Coif;9
3838;Shadowmaw Claw;11
3839;Pristine Tigress Fang;11
3840;Green Iron Shoulders;9
3841;Golden Scale Shoulders;9
3842;Green Iron Leggings;9
3843;Golden Scale Leggings;9
3844;Green Iron Hauberk;9
3845;Golden Scale Cuirass;9
3846;Polished Steel Boots;9
3847;Golden Scale Boots;9
3848;Big Bronze Knife;7
3849;Hardened Iron Shortsword;9
3850;Jade Serpentblade;9
3851;Solid Iron Maul;9
3852;Golden Iron Destroyer;9
3853;Moonsteel Broadsword;10
3854;Frost Tiger Blade;9
3855;Massive Iron Axe;10
3856;Shadow Crescent Axe;9
3857;Coal;9
3858;Mithril Ore;10
3859;Steel Bar;9
3860;Mithril Bar;10
3861;Blacksteel Bar;1
3862;Aged Gorilla Sinew;11
3863;Jungle Stalker Feather;11
3864;Citrine;9
3865;Test Offhand Weapon;1
3866;Plans: Jade Serpentblade;9
3867;Plans: Golden Iron Destroyer;9
3868;Plans: Frost Tiger Blade;9
3869;Plans: Shadow Crescent Axe;9
3870;Plans: Green Iron Shoulders;1
3871;Plans: Golden Scale Shoulders;9
3872;Plans: Golden Scale Leggings;9
3873;Plans: Golden Scale Cuirass;9
3874;Plans: Polished Steel Boots;9
3875;Plans: Golden Scale Boots;9
3876;Fang of Bhag'thera;11
3877;Talon of Tethis;11
3878;Deprecated Conjured Mana Jewel;5
3879;Paw of Sin'Dall;11
3880;Head of Bangalash;11
3881;Deprecated Kurzen's Head;1
3882;Buzzard Feather;2
3883;Deprecated Thick Cloth Hat;2
3884;Deprecated Cured Leather Cap;2
3885;Deprecated Scalemail Cap;2
3886;Deprecated Padded Cloth Hat;2
3887;Deprecated Cuirboulli Cap;2
3888;Deprecated Polished Scale Cap;2
3889;Russet Hat;6
3890;Studded Hat;6
3891;Augmented Chain Helm;6
3892;Embroidered Hat;11
3893;Reinforced Leather Cap;11
3894;Brigandine Helm;11
3895;TEST Legendary;11
3896;Twain Test;11
3897;Dizzy's Eye;11
3898;Library Scrip;20
3899;Legends of the Gurubashi, Volume 3;20
3900;Pupellyverbos Port;11
3901;Bloodscalp Tusk;11
3902;Staff of Nobles;2
3904;Gan'zulah's Head;11
3905;Nezzliok's Head;11
3906;Balia'mah Trophy;11
3907;Ziata'jai Trophy;11
3908;Zul'Mamwe Trophy;11
3909;Broken Armor of Ana'thek;11
3910;Snuff;11
3911;Pulsing Blue Shard;11
3912;Soul Gem;11
3913;Filled Soul Gem;11
3914;Journeyman's Backpack;11
3915;Bloody Bone Necklace;10
3916;Split Bone Necklace;10
3917;Singing Blue Crystal;10
3918;Singing Crystal Shard;10
3919;Mistvale Giblets;11
3920;Bloodsail Charts;11
3921;Bloodsail Orders;11
3922;Shaky's Payment;11
3923;Water Elemental Bracers;20
3924;Maury's Clubbed Foot;11
3925;Jon-Jon's Golden Spyglass;11
3926;Chucky's Huge Ring;11
3927;Fine Aged Cheddar;6
3928;Superior Healing Potion;6
3929;Maury's Loot;6
3930;Maury's Key;11
3931;Poisoned Spider Fang;2
3932;Smotts' Chest;11
3933;Deprecated Moon Glaive;2
3934;Deprecated Warden Blade;2
3935;Smotts' Cutlass;12
3936;Crochet Belt;10
3937;Crochet Boots;11
3938;Crochet Bracers;10
3939;Crochet Cloak;11
3940;Crochet Gloves;11
3941;Crochet Pants;10
3942;Crochet Shoulderpads;11
3943;Crochet Vest;10
3944;Twill Belt;12
3945;Twill Boots;12
3946;Twill Bracers;12
3947;Twill Cloak;12
3948;Twill Gloves;13
3949;Twill Pants;13
3950;Twill Shoulderpads;13
3951;Twill Vest;13
3952;Mesh Belt;32
3953;Mesh Boots;32
3954;Mesh Bracers;32
3955;Mesh Cloak;32
3956;Mesh Gloves;32
3957;Mesh Pants;32
3958;Mesh Mantle;32
3959;Mesh Armor;32
3960;Bag of Water Elemental Bracers;20
3961;Thick Leather Belt;10
3962;Thick Leather Boots;11
3963;Thick Leather Bracers;10
3964;Thick Cloak;11
3965;Thick Leather Gloves;11
3966;Thick Leather Pants;10
3967;Thick Leather Shoulderpads;11
3968;Thick Leather Tunic;10
3969;Smooth Leather Belt;12
3970;Smooth Leather Boots;12
3971;Smooth Leather Bracers;13
3972;Smooth Cloak;13
3973;Smooth Leather Gloves;13
3974;Smooth Leather Pants;12
3975;Smooth Leather Shoulderpads;12
3976;Smooth Leather Armor;13
3977;Strapped Belt;32
3978;Strapped Boots;32
3979;Strapped Bracers;32
3980;Strapped Cloak;32
3981;Strapped Gloves;32
3982;Strapped Pants;32
3983;Strapped Shoulderpads;32
3984;Strapped Armor;32
3985;Monogrammed Sash;12
3986;Protective Pavise;11
3987;Deflecting Tower;12
3988;Plate Wall Shield;32
3989;Blocking Targe;10
3990;Crested Buckler;13
3991;Plated Buckler;32
3992;Laminated Scale Belt;12
3993;Laminated Scale Boots;12
3994;Laminated Scale Bracers;13
3995;Laminated Scale Cloak;13
3996;Laminated Scale Gloves;13
3997;Laminated Scale Pants;13
3998;Laminated Scale Shoulderpads;12
3999;Laminated Scale Armor;12
4000;Overlinked Chain Belt;10
4001;Overlinked Chain Boots;11
4002;Overlinked Chain Bracers;11
4003;Overlinked Chain Cloak;11
4004;Overlinked Chain Gloves;11
4005;Overlinked Chain Pants;10
4006;Overlinked Chain Shoulderpads;10
4007;Overlinked Chain Armor;10
4008;Sterling Chain Belt;32
4009;Sterling Chain Boots;32
4010;Sterling Chain Bracers;32
4011;Sterling Chain Cloak;32
4012;Sterling Chain Gloves;32
4013;Sterling Chain Pants;32
4014;Sterling Chain Shoulderpads;32
4015;Sterling Chain Armor;32
4016;Zanzil's Mixture;11
4017;Sharp Shortsword;11
4018;Whetted Claymore;10
4019;Heavy Flint Axe;11
4020;Splintering Battle Axe;11
4021;Blunting Mace;11
4022;Crushing Maul;11
4023;Fine Pointed Dagger;10
4024;Heavy War Staff;11
4025;Balanced Long Bow;10
4026;Sentinel Musket;10
4027;Catelyn's Blade;20
4028;Bundle of Akiris Reeds;11
4029;Akiris Reed;11
4030;Holy Relic Water;10
4031;Hallowed Relic Charm;10
4032;Radiant Relic Hammer;11
4033;Dawn's Glow;11
4034;Stone of the Tides;20
4035;Silver-thread Robe;8
4036;Silver-thread Cuffs;8
4037;Silver-thread Pants;8
4038;Nightsky Robe;9
4039;Nightsky Cowl;9
4040;Nightsky Gloves;9
4041;Aurora Cowl;9
4042;Aurora Gloves;9
4043;Aurora Bracers;9
4044;Aurora Pants;9
4045;Mistscape Bracers;10
4046;Mistscape Pants;10
4047;Mistscape Boots;10
4048;Emblazoned Hat;8
4049;Emblazoned Bracers;8
4050;Emblazoned Leggings;8
4051;Emblazoned Boots;8
4052;Insignia Cap;8
4053;Large River Crocolisk Skin;10
4054;Insignia Leggings;8
4055;Insignia Boots;8
4056;Cortello's Riddle;11
4057;Insignia Chestguard;9
4058;Glyphed Breastplate;10
4059;Glyphed Bracers;9
4060;Glyphed Leggings;9
4061;Imperial Leather Bracers;10
4062;Imperial Leather Pants;10
4063;Imperial Leather Gloves;10
4064;Emblazoned Buckler;8
4065;Combat Shield;9
4066;Insignia Buckler;8
4067;Glyphed Buckler;9
4068;Chief Brigadier Shield;9
4069;Blackforge Buckler;11
4070;Jouster's Crest;10
4071;Glimmering Mail Breastplate;8
4072;Glimmering Mail Gauntlets;8
4073;Glimmering Mail Greaves;8
4074;Mail Combat Armor;9
4075;Mail Combat Gauntlets;9
4076;Mail Combat Boots;9
4077;Mail Combat Headguard;9
4078;Chief Brigadier Coif;9
4079;Chief Brigadier Leggings;9
4080;Blackforge Cowl;10
4081;Blackforge Leggings;11
4082;Blackforge Breastplate;11
4083;Blackforge Gauntlets;10
4084;Blackforge Leggings;11
4085;Krazek's Crock Pot;10
4086;Flash Rifle;10
4087;Trueshot Bow;10
4088;Dreadblade;11
4089;Ricochet Blunderbuss;11
4090;Mug O' Hurt;11
4091;Widowmaker;11
4092;Prismatic Basilisk Scale;10
4093;Large Basilisk Tail;5
4094;Tablet Shard;10
4095;Deprecate Snare Kit;1
4096;Coarse Gorilla Hair;9
4097;Chipped Gorilla Tooth;10
4098;Carefully Folded Note;11
4099;Tuft of Gorilla Hair;10
4100;Crumpled Note;11
4101;Ripped Note;11
4102;Torn Note;11
4103;Shackle Key;11
4104;Snapjaw Crocolisk Skin;10
4105;Elder Crocolisk Skin;10
4106;Tumbled Crystal;10
4107;Tiger Hunter Gloves;11
4108;Panther Hunter Leggings;11
4109;Excelsior Boots;10
4110;Master Hunter's Bow;9
4111;Master Hunter's Rifle;9
4112;Choker of the High Shaman;11
4113;Medicine Blanket;11
4114;Darktide Cape;11
4115;Grom'gol Buckler;10
4116;Olmann Sewar;11
4117;Scorching Sash;11
4118;Poobah's Nose Ring;11
4119;Raptor Hunter Tunic;11
4120;Robe of Crystal Waters;20
4121;Gemmed Gloves;10
4122;Bookmaker's Scepter;11
4123;Frost Metal Pauldrons;11
4124;Cap of Harmony;10
4125;Tranquil Orb;11
4126;Guerrilla Cleaver;11
4127;Shrapnel Blaster;11
4128;Silver Spade;10
4129;Collection Plate;11
4130;Smotts' Compass;12
4131;Belt of Corruption;11
4132;Darkspear Armsplints;11
4133;Darkspear Cuffs;11
4134;Nimboya's Mystical Staff;11
4135;Bloodbone Band;10
4136;Darkspear Boots;10
4137;Darkspear Shoes;10
4138;Blackwater Tunic;11
4139;Junglewalker Sandals;11
4140;Palm Frond Mantle;11
4141;Tome of Conjure Food;1
4142;Tome of Polymorph: Pig;29
4143;Tome of Conjure Food II;2
4144;Tome of Polymorph: Cow;29
4145;Tome of Conjure Mana Gem;5
4146;Tome of Polymorph: Sheep;10
4147;Tome of Conjure Food III;2
4148;Tome of Counterspell;2
4149;Tome of Frost Shield III;6
4150;Tome of Conjure Water IV;5
4151;Tome of Frostbolt IV;2
4152;Tome of Conjure Food IV;6
4153;Tome of Arcane Missiles III;2
4154;Tome of Slow II;10
4155;Tome of Water Elemental II;10
4156;Deprecated Tome of Conjure Mana Jewel;10
4157;Tome of Dampen Magic;2
4158;Tome of Khadgar's Unlocking III;11
4159;Tome of Arcane Missiles;1
4160;Tome of Invisibility;10
4161;Tome of Fireball IV;2
4162;Tome of Blink II;10
4163;Deprecated Libram: Seal of Fury;6
4164;Libram: Holy Light V;5
4165;Libram: Holy Light VI;10
4166;Libram: Seal of Protection;1
4167;Libram: Judgement;10
4168;Tablet of Ensnaring Totem;2
4169;Tablet of Unyielding Will II;2
4170;Tablet of Astral Recall;5
4171;Tablet of Agitating Totem III;5
4172;Tablet of Thunderclap II;10
4173;Tablet of Shock IV;5
4174;Tablet of Shock V;10
4175;Tablet of Lightning Shield IV;6
4176;Tablet of Undying Strength II;10
4177;Tablet of Nature Resistance;11
4178;Tablet of Lightning Bolt V;6
4179;Tablet of Restoration V;6
4180;Tablet of Ethereal Form II;6
4181;Tablet of Agitating Totem IV;10
4182;Tablet of Unyielding Will III;10
4183;Tablet of Healing Totem V;10
4184;Tablet of Molten Blast V;10
4185;Tablet of Group Astral Recall;10
4186;Tablet of Fire Resistance;11
4187;Tablet of Serpent Totem V;10
4188;Tablet of Invisibility Totem;10
4189;Tablet of Chain Lightning;6
4190;Feathered Armor;2
4191;Unused Feathered Leggings;32
4192;Unused Feathered Gauntlets;2
4193;Deprecated Feathered Helm;2
4194;Feathered Bracers;2
4195;Feathered Boots;2
4196;Feathered Mantle;2
4197;Berylline Pads;11
4198;Grimoire of Soul Funnel;2
4199;Grimoire of Soul Funnel II;2
4200;Grimoire of Immolate III;2
4201;Grimoire of Eye of Kilrogg;5
4202;Grimoire of Fear II;2
4203;Grimoire of Pestilence II;5
4204;Grimoire of Soul Funnel III;5
4205;Grimoire of Immolate IV;6
4206;Grimoire of Curse of Sargeras II;2
4207;Grimoire of Curse of Archimonde;5
4208;Grimoire of Mind Bomb;6
4209;Grimoire of Shadow Ward;29
4210;Grimoire of Create Lesser Bloodstone;2
4211;Grimoire of Pestilence;2
4212;Grimoire of Curse of Mannoroth III;6
4213;Grimoire of Doom;18
4214;Grimoire of Life Drain III;14
4215;Grimoire of Rain of Fire;14
4216;Grimoire of Holy Ward;14
4217;Grimoire of Soul Funnel IV;14
4218;Grimoire of Create Bloodstone;14
4219;Grimoire of Burning Spirit IV;14
4220;Grimoire of Blood Boil III;14
4221;Grimoire of Detect Invisibility;14
4222;Deprecated Book of Rejuvenation V;14
4223;Book of Abolish Magic;14
4224;Deprecated Book of Nullify Disease III;14
4225;Book of Entangling Roots III;14
4226;Book of Wrath VI;14
4227;Deprecated Book of Nullify Poison III;14
4228;Book of Moonfire IV;14
4229;Deprecated Book of Rejuvenation VI;14
4230;Book of Healing Touch VI;14
4231;Cured Light Hide;6
4232;Medium Hide;7
4233;Cured Medium Hide;7
4234;Heavy Leather;9
4235;Heavy Hide;9
4236;Cured Heavy Hide;9
4237;Handstitched Leather Belt;6
4238;Linen Bag;6
4239;Embossed Leather Gloves;6
4240;Woolen Bag;8
4241;Green Woolen Bag;8
4242;Embossed Leather Pants;6
4243;Fine Leather Tunic;6
4244;Hillman's Leather Vest;7
4245;Small Silk Pack;10
4246;Fine Leather Belt;6
4247;Hillman's Leather Gloves;7
4248;Dark Leather Gloves;7
4249;Dark Leather Belt;7
4250;Hillman's Belt;7
4251;Hillman's Shoulders;7
4252;Dark Leather Shoulders;8
4253;Toughened Leather Gloves;8
4254;Barbaric Gloves;9
4255;Green Leather Armor;9
4256;Guardian Armor;9
4257;Green Leather Belt;9
4258;Guardian Belt;9
4259;Green Leather Bracers;9
4260;Guardian Leather Bracers;9
4261;Solliden's Trousers;1
4262;Gem-studded Leather Belt;9
4263;Standard Issue Shield;1
4264;Barbaric Belt;9
4265;Heavy Armor Kit;9
4266;Codex of Inner Fire II;2
4267;Codex of Shadow Word: Fumble;2
4268;Codex of Heal II;2
4269;Codex of Prayer of Healing;5
4270;Codex of Heal III;5
4271;Codex of Holy Smite V;5
4272;Codex of Holy Protection;5
4273;Codex of Heal;5
4274;Codex of Divine Escape;10
4275;Codex of Mind Rot;10
4276;Codex of Shadow Word: Fumble II;6
4277;Codex of Shadow Word: Befuddle II;10
4278;Lesser Bloodstone Ore;10
4279;Codex of Shadow Word: Pain V;6
4280;Codex of Holy Word: Shield IV;2
4281;Codex of Shadow Protection;5
4282;Codex of Dispel Magic II;10
4283;Codex of Sleep III;10
4284;Codex of Holy Smite VI;10
4285;Codex of Holy Word: Fortitude IV;10
4286;Codex of Prayer of Healing II;10
4287;Codex of Nullify Disease II;6
4288;Codex of Remove Curse II;10
4289;Salt;6
4290;Dust Bowl;2
4291;Silken Thread;9
4292;Pattern: Green Woolen Bag;8
4293;Pattern: Hillman's Leather Vest;7
4294;Pattern: Hillman's Belt;7
4295;Pattern: Double-stitched Leather Gloves OLD;10
4296;Pattern: Dark Leather Shoulders;8
4297;Pattern: Barbaric Gloves;9
4298;Pattern: Guardian Belt;9
4299;Pattern: Guardian Armor;9
4300;Pattern: Guardian Leather Bracers;9
4301;Pattern: Barbaric Belt;9
4302;Small Green Dagger;1
4303;Cranial Thumper;1
4304;Thick Leather;11
4305;Bolt of Silk Cloth;10
4306;Silk Cloth;10
4307;Heavy Linen Gloves;6
4308;Green Linen Bracers;7
4309;Handstitched Linen Britches;6
4310;Heavy Woolen Gloves;8
4311;Heavy Woolen Cloak;8
4312;Soft-soled Linen Boots;6
4313;Red Woolen Boots;8
4314;Double-stitched Woolen Shoulders;8
4315;Reinforced Woolen Shoulders;8
4316;Heavy Woolen Pants;8
4317;Phoenix Pants;8
4318;Gloves of Meditation;8
4319;Azure Silk Gloves;10
4320;Spidersilk Boots;10
4321;Spider Silk Slippers;10
4322;Enchanter's Cowl;18
4323;Shadow Hood;10
4324;Azure Silk Vest;10
4325;Boots of the Enchanter;10
4326;Long Silken Cloak;10
4327;Icy Cloak;11
4328;Spider Belt;10
4329;Star Belt;10
4330;Stylish Red Shirt;8
4331;Phoenix Gloves;8
4332;Bright Yellow Shirt;10
4333;Dark Silk Shirt;10
4334;Formal White Shirt;10
4335;Rich Purple Silk Shirt;10
4336;Black Swashbuckler's Shirt;10
4337;Thick Spider's Silk;10
4338;Mageweave Cloth;10
4339;Bolt of Mageweave;10
4340;Gray Dye;7
4341;Yellow Dye;10
4342;Purple Dye;9
4343;Brown Linen Pants;6
4344;Brown Linen Shirt;6
4345;Pattern: Red Woolen Boots;8
4346;Pattern: Heavy Woolen Cloak;8
4347;Pattern: Reinforced Woolen Shoulders;8
4348;Pattern: Phoenix Gloves;8
4349;Pattern: Phoenix Pants;8
4350;Pattern: Spider Silk Slippers;10
4351;Pattern: Shadow Hood;10
4352;Pattern: Boots of the Enchanter;10
4353;Pattern: Spider Belt;10
4354;Pattern: Rich Purple Silk Shirt;10
4355;Pattern: Icy Cloak;11
4356;Pattern: Star Belt;10
4357;Rough Blasting Powder;6
4358;Rough Dynamite;6
4359;Handful of Copper Bolts;6
4360;Rough Copper Bomb;6
4361;Copper Tube;6
4362;Rough Boomstick;6
4363;Copper Modulator;6
4364;Coarse Blasting Powder;7
4365;Coarse Dynamite;7
4366;Target Dummy;8
4367;Small Seaforium Charge;7
4368;Flying Tiger Goggles;6
4369;Deadly Blunderbuss;7
4370;Large Copper Bomb;7
4371;Bronze Tube;7
4372;Lovingly Crafted Boomstick;7
4373;Shadow Goggles;7
4374;Small Bronze Bomb;8
4375;Whirring Bronze Gizmo;8
4376;Flame Deflector;11
4377;Heavy Blasting Powder;9
4378;Heavy Dynamite;9
4379;Silver-plated Shotgun;8
4380;Big Bronze Bomb;9
4381;Minor Recombobulator;8
4382;Bronze Framework;9
4383;Moonsight Rifle;8
4384;Explosive Sheep;9
4385;Green Tinted Goggles;7
4386;Ice Deflector;9
4387;Iron Strut;9
4388;Discombobulator Ray;11
4389;Gyrochronatom;10
4390;Iron Grenade;10
4391;Compact Harvest Reaper Kit;11
4392;Advanced Target Dummy;10
4393;Craftsman's Monocle;9
4394;Big Iron Bomb;10
4395;Goblin Land Mine;11
4396;Mechanical Dragonling;10
4397;Gnomish Cloaking Device;11
4398;Large Seaforium Charge;10
4399;Wooden Stock;6
4400;Heavy Stock;7
4401;Mechanical Squirrel Box;9
4402;Small Flame Sac;9
4403;Portable Bronze Mortar;9
4404;Silver Contact;7
4405;Crude Scope;6
4406;Standard Scope;7
4407;Accurate Scope;10
4408;Schematic: Mechanical Squirrel;9
4409;Schematic: Small Seaforium Charge;7
4410;Schematic: Shadow Goggles;7
4411;Schematic: Flame Deflector;11
4412;Schematic: Moonsight Rifle;8
4413;Schematic: Discombobulator Ray;11
4414;Schematic: Portable Bronze Mortar;9
4415;Schematic: Craftsman's Monocle;9
4416;Schematic: Goblin Land Mine;11
4417;Schematic: Large Seaforium Charge;10
4418;Deprecated Creeper Cakes;6
4419;Scroll of Intellect III;11
4421;Scroll of Protection III;11
4422;Scroll of Stamina III;10
4424;Scroll of Spirit III;10
4425;Scroll of Agility III;10
4426;Scroll of Strength III;11
4427;Deprecated Scroll of Spirit Armor V;10
4428;Spider Palp;2
4429;Deepfury's Orders;6
4430;Ethereal Talisman;9
4431;Deprecated Shard of Myzrael;2
4432;Sully Balloo's Letter;6
4433;Waterlogged Envelope;6
4434;Scarecrow Trousers;2
4435;Mote of Myzrael;13
4436;Jewel-encrusted Sash;8
4437;Channeler's Staff;8
4438;Pugilist Bracers;9
4439;Bruiser Club;8
4440;Sigil of Strom;10
4441;MacKreel's Moonshine;6
4442;Deprecated Dark Mantle;2
4443;Grim Pauldrons;9
4444;Black Husk Shield;8
4445;Flesh Carver;2
4446;Blackvenom Blade;8
4447;Cloak of Night;8
4448;Husk of Naraxis;8
4449;Naraxis' Fang;8
4450;Sigil Fragment;10
4451;Deprecated Stasis Totem;1
4452;Deprecated Resonant Gem;1
4453;Sigil of Thoradin;10
4454;Talon of Vultros;3
4455;Raptor Hide Harness;9
4456;Raptor Hide Belt;9
4457;Barbecued Buzzard Wing;11
4458;Sigil of Arathor;10
4459;Brittle Dragon Bone;10
4460;Ripped Wing Webbing;10
4461;Raptor Hide;9
4462;Cloak of Rot;8
4463;Beaded Raptor Collar;9
4464;Trouncing Boots;8
4465;Bonefist Gauntlets;8
4466;Sigil of Trollbane;10
4467;Sigil of Ignaeus;10
4468;Sheathed Trol'kalar;10
4469;Rod of Order;13
4470;Simple Wood;6
4471;Flint and Tinder;6
4472;Scroll of Myzrael;13
4473;Eldritch Shackles;13
4474;Ravenwood Bow;8
4475;Deprecated The Southern Kingdoms;5
4476;Beastwalker Robe;9
4477;Nefarious Buckler;9
4478;Iridescent Scale Leggings;11
4479;Burning Charm;10
4480;Thundering Charm;10
4481;Cresting Charm;10
4482;Sealed Folder;9
4483;Burning Key;13
4484;Cresting Key;13
4485;Thundering Key;13
4486;Deprecated Jorell's Head;1
4487;Maiden's Folly Charts;9
4488;Spirit of Silverpine Charts;9
4489;Maiden's Folly Log;9
4490;Spirit of Silverpine Log;9
4491;Goggles of Gem Hunting;11
4492;Elven Gem;11
4493;Elven Gems;11
4494;Seahorn's Sealed Letter;11
4495;Bloodstone Amulet;9
4496;Small Brown Pouch;1
4497;Heavy Brown Bag;1
4498;Brown Leather Satchel;1
4499;Huge Brown Sack;5
4500;Traveler's Backpack;11
4501;Deprecated Brown Wayfarer's Knapsack;1
4502;Sample Elven Gem;11
4503;Witherbark Tusk;9
4504;Dwarven Guard Cloak;6
4505;Swampland Trousers;6
4506;Stromgarde Badge;9
4507;Pit Fighter's Shield;10
4508;Blood-tinged Armor;10
4509;Seawolf Gloves;10
4510;Befouled Bloodstone Orb;9
4511;Black Water Hammer;9
4512;Highland Raptor Eye;6
4513;Raptor Heart;6
4514;Sara Balloo's Plea;6
4515;Marez's Head;9
4516;Otto's Head;9
4517;Falconcrest's Head;9
4518;Torn Scroll Fragment;13
4519;Crumpled Scroll Fragment;13
4520;Singed Scroll Fragment;13
4521;Alterac Granite;6
4522;Witherbark Medicine Pouch;9
4523;Deprecated Shadow Hunter Knife;1
4524;Balloo's Memorial;1
4525;Trelane's Wand of Invocation;9
4526;Raptor Talon Amulet;6
4527;Azure Agate;9
4528;Tor'gan's Orb;6
4529;Enchanted Agate;9
4530;Trelane's Phylactery;9
4531;Trelane's Orb;9
4532;Trelane's Ember Agate;9
4533;Sealed Letter to Archmage Malin;9
4534;Steel-clasped Bracers;8
4535;Ironforge Memorial Ring;6
4536;Shiny Red Apple;1
4537;Tel'Abim Banana;1
4538;Snapvine Watermelon;2
4539;Goldenbark Apple;3
4540;Tough Hunk of Bread;1
4541;Freshly Baked Bread;1
4542;Moist Cornbread;2
4543;White Drakeskin Cap;9
4544;Mulgore Spice Bread;3
4545;Radiant Silver Bracers;9
4546;Call of the Raptor;6
4547;Gnomish Zapper;11
4548;Servomechanic Sledgehammer;11
4549;Seafire Band;11
4550;Coldwater Ring;11
4551;Or'Kalar's Head;9
4552;Smooth Stone Chip;6
4553;Jagged Piece of Stone;6
4554;Shiny Polished Stone;10
4555;Thick Scaly Tail;4
4556;Speckled Shell Fragment;4
4557;Fiery Gland;10
4558;Empty Barrel;11
4559;CHU's QUEST ITEM;1
4560;Fine Scimitar;1
4561;Scalping Tomahawk;1
4562;Severing Axe;1
4563;Billy Club;1
4564;Spiked Club;1
4565;Simple Dagger;1
4566;Sturdy Quarterstaff;1
4567;Merc Sword;2
4568;Grunt Axe;2
4569;Staunch Hammer;1
4570;Birchwood Maul;1
4571;War Knife;2
4573;Deprecated Pat's Test Strongbox;2
4574;Destroy Me;2
4575;Medicine Staff;2
4576;Light Bow;2
4577;Compact Shotgun;1
4578;Deprecated Long Panther Tail;1
4579;Deprecated Spotted Panther Skin;1
4580;Sabertooth Fang;10
4581;Patch of Fine Fur;11
4582;Soft Bushy Tail;10
4583;Thick Furry Mane;10
4584;Large Trophy Paw;10
4585;Dripping Spider Mandible;6
4586;Smooth Raptor Skin;6
4587;Tribal Raptor Feathers;10
4588;Pristine Raptor Skull;10
4589;Long Elegant Feather;12
4590;Curved Yellow Bill;10
4591;Eagle Eye;10
4592;Longjaw Mud Snapper;6
4593;Bristle Whisker Catfish;8
4594;Rockscale Cod;10
4595;Junglevine Wine;10
4596;Discolored Healing Potion;6
4597;Recipe: Discolored Healing Potion;6
4598;Goblin Fishing Pole;10
4599;Cured Ham Steak;6
4600;Cherry Grog;3
4601;Soft Banana Bread;6
4602;Moon Harvest Pumpkin;6
4603;Raw Spotted Yellowtail;11
4604;Forest Mushroom Cap;1
4605;Red-speckled Mushroom;1
4606;Spongy Morel;2
4607;Delicious Cave Mold;3
4608;Raw Black Truffle;6
4609;Recipe: Barbecued Buzzard Wing;11
4610;Carved Stone Urn;11
4611;Blue Pearl;10
4612;Black Drake's Heart;10
4613;Corroded Black Box;10
4614;Pendant of Myzrael;6
4615;Blacklash's Bindings;13
4616;Ryedol's Lucky Pick;10
4620;Deprecated Scribbled Note;1
4621;Ambassador Infernus' Bracer;11
4622;Sealed Note to Advisor Belgrum;11
4623;Lesser Stoneshield Potion;13
4624;Recipe: Lesser Stoneshield Potion;13
4625;Firebloom;10
4626;Small Stone Shard;13
4627;Large Stone Slab;13
4628;Bracers of Rock Binding;13
4629;Supply Crate;13
4630;Scrap Metal;13
4631;Tablet of Ryun'eh;11
4632;Ornate Bronze Lockbox;1
4633;Heavy Bronze Lockbox;2
4634;Iron Lockbox;3
4635;Hammertoe's Amulet;11
4636;Strong Iron Lockbox;6
4637;Steel Lockbox;11
4638;Reinforced Steel Lockbox;11
4639;Enchanted Sea Kelp;11
4640;Sign of the Earth;13
4641;Hand of Dagun;11
4642;Star of Xil'yeh;11
4643;Grimsteel Cape;10
4644;The Legacy Heart;11
4645;Chains of Hematus;13
4646;Star of Xil'yeh;11
4647;Yagyin's Digest;11
4648;Sigil of the Hammer;11
4649;Bonegrip's Note;11
4650;Bel'dugur's Note;11
4652;Salbac Shield;13
4653;Ironheel Boots;13
4654;Mysterious Fossil;3
4655;Giant Clam Meat;11
4656;Small Pumpkin;1
4657;Deprecated Warrior's Pauldrons;1
4658;Warrior's Cloak;1
4659;Warrior's Girdle;1
4660;Walking Boots;2
4661;Bright Mantle;8
4662;Journeyman's Cloak;1
4663;Journeyman's Belt;1
4664;Deprecated Burnt Leather Shoulderpads;1
4665;Burnt Cloak;1
4666;Burnt Leather Belt;1
4667;Deprecated Battle Chain Pauldrons;1
4668;Battle Chain Cloak;1
4669;Battle Chain Girdle;1
4670;Deprecated Ancestral Mantle;1
4671;Ancestral Cloak;1
4672;Ancestral Belt;1
4673;Deprecated Tribal Mantle;1
4674;Tribal Cloak;1
4675;Tribal Belt;1
4676;Skeletal Gauntlets;4
4677;Veteran Cloak;1
4678;Veteran Girdle;1
4679;Deprecated Brackwater Pauldrons;1
4680;Brackwater Cloak;1
4681;Brackwater Girdle;1
4682;Deprecated Magister's Mantle;2
4683;Spellbinder Cloak;1
4684;Spellbinder Belt;1
