SpellList;Name;Patch
23204;Place Scryer;22
23208;Exorcise Spirits;22
23215;Summon Charger;22
23217;Stealth Detection;22
23219;Swift Mistsaber;22
23220;Swift Dawnsaber;22
23221;Swift Frostsaber;22
23222;Swift Yellow Mechanostrider;22
23223;Swift White Mechanostrider;22
23225;Swift Green Mechanostrider;22
23226;Ritual Candle Aura;22
23227;Swift Palomino;22
23228;Swift White Steed;22
23229;Swift Brown Steed;22
23231;Binding Volume I;22
23232;Binding Volume II;22
23233;Binding Volume III;22
23238;Swift Brown Ram;22
23239;Swift Gray Ram;22
23240;Swift White Ram;22
23241;Swift Blue Raptor;22
23242;Swift Olive Raptor;22
23243;Swift Orange Raptor;22
23247;Great White Kodo;22
23248;Great Gray Kodo;22
23249;Great Brown Kodo;22
23250;Swift Brown Wolf;22
23251;Swift Timber Wolf;22
23252;Swift Gray Wolf;22
23254;Redeeming the Soul;22
23266;Fiery Aura;22
23267;Firebolt;22
23271;Ephemeral Power;22
23273;Immune Charm/Fear/Polymorph;22
23274;Immune Fear/Polymorph/Snare;22
23276;Immune Fear/Polymorph/Stun;22
23277;Immune Charm/Fear/Stun;22
23300;Seal of the Crusader Judgement Increase;22
23338;Swift Stormsaber;22
28539;Multi-Shot Damage Increase;22
5249;Ice Lock;21
7711;Add Fire Dam - Weap 02;21
7712;Fire Strike;21
9306;Increase Frost Dam 19;21
9358;Increase Nature Dam 17;21
13597;Increase Arcane Dam 11;21
13601;Increase Arcane Dam 16;21
15693;Increased Armor 150;21
17871;Increase Fire Dam 33;21
18013;Increase Shadow Dam 33;21
18032;Increase Healing 42;21
18035;Increase Healing 51;21
20886;Thorns Dmg +3;21
21442;Attack Power Ranged 41;21
21445;Attack Power Ranged 48;21
22480;Tender Wolf Steak;21
22481;Recipe: Tender Wolf Steak;21
22639;Eskhandar's Rake;21
22640;Eskhandar's Rage;21
22700;Field Repair Bot 74A;21
22704;Field Repair Bot 74A;21
22705;Schematic: Field Repair Bot 74A;21
22711;Shadowskin Gloves;21
22712;Pattern: Shadowskin Gloves;21
22736;Gordok Ogre Suit;21
22761;Runn Tum Tuber Surprise;21
22762;Recipe: Runn Tum Tuber Surprise;21
22789;Gordok Green Grog;21
22790;Kreeg's Stout Beatdown;21
22792;Plant Thornling;21
22803;Dire Maul Trap - Summon;21
22836;Elemental Slaying 36;21
22840;Arcanum of Rapidity;21
22844;Arcanum of Focus;21
22846;Arcanum of Protection;21
22849;Increase Spell Dam Undead 35;21
22850;Sanctuary;21
22855;Increased Imp Firebolt Damage;21
22863;Speed;21
22866;Belt of the Archmage;21
22867;Felcloth Gloves;21
22868;Inferno Gloves;21
22869;Mooncloth Gloves;21
22870;Cloak of Warding;21
22871;Pattern: Belt of the Archmage;21
22872;Pattern: Felcloth Gloves;21
22873;Pattern: Inferno Gloves;21
22874;Pattern: Mooncloth Gloves;21
22875;Pattern: Cloak of Warding;21
22877;Attunement to the Core;21
22902;Mooncloth Robe;21
22903;Pattern: Mooncloth Robe;21
22905;Place Unfired Blade;21
22906;Plunging Blade into Onyxia;21
22921;Girdle of Insight;21
22922;Mongoose Boots;21
22923;Swift Flight Bracers;21
22925;Conjure Dull Flat Elven Blade DND;21
22926;Chromatic Cloak;21
22927;Hide of the Wild;21
22928;Shifting Cloak;21
22929;Pattern: Girdle of Insight;21
22930;Pattern: Mongoose Boots;21
22931;Pattern: Swift Flight Bracers;21
22932;Pattern: Chromatic Cloak;21
22933;Pattern: Hide of the Wild;21
22934;Pattern: Shifting Cloak;21
22949;Seal Felvine Shard;21
23065;Throw Rock;21
28871;Summon Spirit of Summer;21
3678;Focusing;20
10841;Heavy Mageweave Bandage;20
10843;Heavy Mageweave Bandage;20
14089;Attack Power 36;20
15853;Lean Wolf Steak;20
15854;Recipe: Lean Wolf Steak;20
18629;Runecloth Bandage;20
18630;Heavy Runecloth Bandage;20
18631;Runecloth Bandage;20
18632;Heavy Runecloth Bandage;20
21127;Maraudon Portal;20
21143;Gingerbread Cookie;20
21144;Egg Nog;20
21145;Recipe: Gingerbread Cookie;20
21146;Recipe: Egg Nog;20
21149;Egg Nog;20
21175;Spider Sausage;20
21176;Spider Sausage;20
21343;Snowball;20
21433;Attack Power Ranged 19;20
21518;Increase Holy Dam 29;20
21848;Snowman;20
21883;Summon Healed Celebrian Vine;20
21884;Collect Orange Crystal Liquid;20
21885;Heal Vylestem Vine;20
21917;Celebras Stone Trap;20
21923;Elixir of Frost Power;20
21924;Recipe: Elixir of Frost Power;20
21931;Enchant Weapon - Winter's Might;20
21933;Formula: Enchant Weapon - Winter's Might;20
21951;Fist of Stone;20
21954;Dispel Poison;20
21955;Razorlash Root;20
21957;Create Amulet of Union;20
21960;Manifest Spirit;20
21961;Wound;20
21969;Mark of the Chosen;20
21970;Mark of the Chosen Effect;20
21978;Engulfing Shadows;20
23012;Summon Orphan;20
23013;Summon Orphan;20
23028;Arcane Brilliance;20
23030;Arcane Brilliance;20
24194;Uther's Tribute;20
24195;Grom's Tribute;20
24355;Drink;20
24706;Toss Stink Bomb;20
24707;Food;20
24717;Pirate Costume;20
24718;Ninja Costume;20
24719;Leper Gnome Costume;20
24720;Random Costume;20
24723;Skeleton Costume;20
24724;Skeleton Costume;20
24732;Bat Costume;20
24733;Bat Costume;20
24737;Ghost Costume;20
24740;Wisp Costume;20
24741;Wisp Costume;20
24869;Food;20
24918;Stink Trap;20
24930;Hallow's End Candy;20
24973;Clean Up Stink Bomb;20
25716;Force Self - Bow;20
25822;Firecrackers;20
25823;Spotlight;20
25851;Lightheaded;20
25853;Empty Festive Mug;20
25855;Filling;20
25860;Reindeer Transformation;20
25990;Graccu's Mince Meat Fruitcake;20
26004;Mistletoe;20
26008;Toast;20
26045;Summon Snowman;20
26067;Summon Mechanical Greench;20
26074;Holiday Cheer;20
26263;Dim Sum;20
26265;Create Elune Stone;20
26275;PX-238 Winter Wondervolt TRAP;20
26286;Small Red Rocket;20
26291;Small Blue Rocket;20
26292;Small Green Rocket;20
26293;Small Purple Rocket;20
26294;Small White Rocket;20
26295;Small Yellow Rocket;20
26333;Large Blue Rocket;20
26334;Large Green Rocket;20
26335;Large Purple Rocket;20
26336;Large Red Rocket;20
26337;Large White Rocket;20
26338;Large Yellow Rocket;20
26374;Elune's Candle;20
26389;Moonglow Alcohol;20
26403;Festive Red Dress;20
26407;Festive Red Pant Suit;20
26411;Pattern: Festive Red Dress;20
26413;Pattern: Festival Suit;20
26442;Firework Launcher;20
26443;Firework Cluster Launcher;20
26444;Schematic: Firework Launcher;20
26445;Schematic: Firework Cluster Launcher;20
26488;Large Blue Firework Cluster;20
26490;Large Green Firework Cluster;20
26517;Large Red Firework Cluster;20
26529;Summon Reindeer;20
26533;Summon Helper;20
26536;Summon Helper;20
26678;Create Heart Candy;20
26681;Cologne;20
26682;Perfume;20
26846;Picnic Blanket;20
26899;Give Friendship Bracelet;20
27570;Summon Peddlefeet;20
27571;Cascade of Roses;20
27661;Love Fool;20
27662;Throw Cupid's Dart;20
27664;Stormwind Gift of Friendship;20
27665;Ironforge Gift of Friendship;20
27666;Darnassus Gift of Friendship;20
27667;Create Alliance Gift Collection;20
27668;Create Horde Gift Collection;20
27669;Orgrimmar Gift of Friendship;20
27670;Thunder Bluff Gift of Friendship;20
27671;Undercity Gift of Friendship;20
27700;Create Stormwind Sack of Homemade Bread;20
27701;Create Stormwind Bundle of Cards;20
27702;Create Stormwind Pledges of Loyalty;20
27703;Create Ironforge Parcel of Cards;20
27704;Create Ironforge Pledges of Loyalty;20
27706;Create Ironforge Case of Homebrew;20
27708;Create Darnassus Box of Woodcrafts;20
27709;Create Darnassus Stack of Cards;20
27710;Create Darnassus Pledges of Loyalty;20
27711;Create Orgrimmar Package of Cards;20
27712;Create Orgrimmar Box of Fresh Pies;20
27713;Create Orgrimmar Pledges of Loyalty;20
27714;Create Thunder Bluff Basket of Flowers;20
27715;Create Thunder Bluff Satchel of Cards;20
27716;Create Thunder Bluff Pledges of Loyalty;20
27717;Create Undercity Book of Romantic Poetry;20
27718;Create Undercity Sheaf of Cards;20
27719;Create Undercity Pledges of Loyalty;20
27720;Buttermilk Delight;20
27721;Very Berry Cream;20
27722;Sweet Surprise;20
27723;Dark Desire;20
27860;Engulfing Shadows;20
28738;Summon Speedy;20
28739;Summon Mr. Wiggles;20
28740;Summon Whiskers;20
28784;Summon Midsummer Bonfire Bunnies;20
28806;Toss Fuel on Bonfire;20
29116;Toast Smorc;20
29126;Cleansing Flames;20
29136;Cleansing Flames;20
29137;Cleansing Flames;20
29138;Cleansing Flames;20
29139;Cleansing Flames;20
29235;Fire Festival Fortitude;20
29305;Summon Cinder Elemental;20
29332;Fire-toasted Bun;20
29333;Midsummer Sausage;20
29334;Toasted Smorc;20
29335;Elderberry Pie;20
29387;Holiday Breath of Fire, Effect;20
29388;Breath of Fire;20
29437;Toss Fuel on Bonfire (Activate object effect);20
29637;Keeper's Sting;20
29655;Keeper's Sting;20
29710;Test Ribbon Pole Channel Trigger;20
7694;Increase Nature Dam 7;19
17647;Create Onyxia Spawner;19
17824;Increase Arcane Dam 27;19
17872;Increase Fire Dam 34;19
17892;Increase Frost Dam 27;19
18009;Increase Shadow Dam 27;19
18014;Increase Shadow Dam 34;19
19093;Onyxia Scale Cloak;19
19106;Onyxia Scale Breastplate;19
19213;Pattern: Onyxia Scale Cloak;19
19224;Pattern: Onyxia Scale Breastplate;19
19937;Illusion: Black Dragonkin;19
20884;Stun 1% for 1 sec;19
21332;Aspect of Neptulon;19
21358;Aqual Quintessence - Dowse Molten Core Rune;19
21412;Increased Defense;19
21991;Talisman of Binding;19
22683;Onyxia Scale Cloak;19
23515;Block Value 14;19
23516;Block Value 27;19
1123;Ritual of Doom;18
8790;Pattern: Crimson Silk Cloak;18
9406;Increase Healing 18;18
13605;Increase Arcane Dam 21;18
18540;Ritual of Doom;18
18665;Pattern: Enchanter's Cowl;18
18989;Gray Kodo;18
18990;Brown Kodo;18
18991;Green Kodo;18
18992;Teal Kodo;18
19588;Place Ghost Magnet;18
19877;Tranquilizing Shot;18
20700;Ritual of Doom;18
20848;Flarecore Mantle;18
20850;Pattern: Flarecore Mantle;18
20851;Pattern: Flarecore Gloves;18
20852;Pattern: Corehound Boots;18
20856;Pattern: Molten Helm;18
20857;Pattern: Black Dragonscale Boots;18
20878;Plans: Fiery Chain Girdle;18
20879;Plans: Fiery Chain Shoulders;18
20880;Plans: Dark Iron Bracers;18
20881;Plans: Dark Iron Leggings;18
20890;Dark Iron Reaver;18
20898;Plans: Dark Iron Reaver;18
20899;Plans: Dark Iron Destroyer;18
21151;Gutgore Ripper;18
21152;Earthshaker;18
21160;Eye of Sulfuras;18
21185;Spinal Reaper;18
23007;Plans: Sulfuron Hammer;18
25067;Increase Healing 30;18
9335;Attack Power 28;17
10847;Artisan First Aid;17
13881;Increase Spell Dam 29;17
14056;Attack Power 50;17
15748;Freeze Rookery Egg;17
15811;Attack Power 46;17
15813;Attack Power 54;17
15958;Collect Rookery Egg;17
16007;Draco-Incarcinatrix 900;17
16028;Freeze Rookery Egg - Prototype;17
16053;Dominion of Soul;17
16057;Place Unforged Seal;17
16474;Create Rookery Spawner;17
16551;Felstriker;17
16602;Shahram;17
16611;Demon Forged Breastplate;17
16667;Demon Forged Breastplate;17
16684;Plans: Demon Forged Breastplate;17
16916;Strength of the Champion;17
16921;Chain Lightning;17
16990;Arcanite Champion;17
16993;Masterwork Stormhammer;17
17032;Plans: Arcanite Champion;17
17035;Plans: Masterwork Stormhammer;17
17045;Dawn's Gambit;17
17048;Soul Claim;17
17196;Seeping Willow;17
17200;Call of the Hero;17
17626;Flask of the Titans;17
17629;Chromatic Resistance;17
17635;Flask of the Titans;17
17638;Flask of Chromatic Resistance;17
17642;Recipe: Flask of the Titans;17
17645;Recipe: Flask of Chromatic Resistance;17
18110;Transform Viewing Room Students;17
18249;Artisan Fishing;17
18261;Artisan Cook;17
19054;Red Dragonscale Breastplate;17
19059;Volcanic Leggings;17
19062;Ironfeather Shoulders;17
19067;Stormshroud Pants;17
19070;Heavy Scorpid Belt;17
19071;Wicked Leather Headband;17
19072;Runic Leather Belt;17
19073;Chimeric Leggings;17
19074;Frostsaber Leggings;17
19075;Heavy Scorpid Leggings;17
19076;Volcanic Breastplate;17
19077;Blue Dragonscale Breastplate;17
19078;Living Leggings;17
19079;Stormshroud Armor;17
19080;Warbear Woolies;17
19081;Chimeric Vest;17
19082;Runic Leather Headband;17
19083;Wicked Leather Pants;17
19084;Devilsaur Gauntlets;17
19085;Black Dragonscale Breastplate;17
19086;Ironfeather Breastplate;17
19087;Frostsaber Gloves;17
19088;Heavy Scorpid Helm;17
19089;Blue Dragonscale Shoulders;17
19090;Stormshroud Shoulders;17
19091;Runic Leather Pants;17
19092;Wicked Leather Belt;17
19094;Black Dragonscale Shoulders;17
19095;Living Breastplate;17
19097;Devilsaur Leggings;17
19098;Wicked Leather Armor;17
19100;Heavy Scorpid Shoulders;17
19101;Volcanic Shoulders;17
19102;Runic Leather Armor;17
19103;Runic Leather Shoulders;17
19104;Frostsaber Tunic;17
19107;Black Dragonscale Leggings;17
19166;Pattern: Red Dragonscale Breastplate;17
19169;Pattern: Volcanic Leggings;17
19172;Pattern: Ironfeather Shoulders;17
19177;Pattern: Stormshroud Pants;17
19186;Pattern: Heavy Scorpid Belt;17
19187;Pattern: Wicked Leather Headband;17
19188;Pattern: Runic Leather Belt;17
19189;Pattern: Chimeric Leggings;17
19190;Pattern: Frostsaber Leggings;17
19191;Pattern: Heavy Scorpid Leggings;17
19192;Pattern: Volcanic Breastplate;17
19193;Pattern: Blue Dragonscale Breastplate;17
19197;Pattern: Living Leggings;17
19198;Pattern: Stormshroud Armor;17
19200;Pattern: Warbear Woolies;17
19201;Pattern: Chimeric Vest;17
19202;Pattern: Runic Leather Headband;17
19203;Pattern: Wicked Leather Pants;17
19204;Pattern: Devilsaur Gauntlets;17
19205;Pattern: Black Dragonscale Breastplate;17
19206;Pattern: Ironfeather Breastplate;17
19207;Pattern: Frostsaber Gloves;17
19208;Pattern: Heavy Scorpid Helm;17
19209;Pattern: Blue Dragonscale Shoulders;17
19210;Pattern: Stormshroud Shoulders;17
19211;Pattern: Runic Leather Pants;17
19212;Pattern: Wicked Leather Belt;17
19214;Pattern: Black Dragonscale Shoulders;17
19215;Pattern: Living Breastplate;17
19216;Pattern: Devilsaur Leggings;17
19217;Pattern: Wicked Leather Armor;17
19218;Pattern: Heavy Scorpid Shoulders;17
19219;Pattern: Volcanic Shoulders;17
19220;Pattern: Runic Leather Armor;17
19221;Pattern: Runic Leather Shoulders;17
19222;Pattern: Frostsaber Tunic;17
19225;Pattern: Black Dragonscale Leggings;17
19646;Silver Skeleton Key;17
19649;Golden Skeleton Key;17
19651;Truesilver Skeleton Key;17
19666;Silver Skeleton Key;17
19667;Golden Skeleton Key;17
19668;Truesilver Skeleton Key;17
19669;Arcanite Skeleton Key;17
19670;Silver Skeleton Key;17
19671;Golden Skeleton Key;17
19672;Truesilver Skeleton Key;17
19673;Arcanite Skeleton Key;17
19784;Dark Iron Bomb;17
19786;Resist Silence;17
19799;Dark Iron Bomb;17
19800;Thorium Shells;17
19815;Delicate Arcanite Converter;17
19819;Voice Amplification Modulator;17
19821;Arcane Bomb;17
19825;Master Engineer's Goggles;17
19830;Arcanite Dragonling;17
19831;Arcane Bomb;17
19833;Flawless Arcanite Rifle;17
19861;Schematic: Dark Iron Bomb;17
19862;Schematic: Thorium Shells;17
19863;Schematic: Delicate Arcanite Converter;17
19864;Schematic: Voice Amplification Modulator;17
19865;Schematic: Master Engineer's Goggles;17
19866;Schematic: Arcanite Dragonling;17
19867;Schematic: Arcane Bomb;17
19868;Schematic: Flawless Arcanite Rifle;17
20010;Enchant Bracer - Superior Strength;17
20011;Enchant Bracer - Superior Stamina;17
20013;Enchant Gloves - Greater Strength;17
20015;Enchant Cloak - Superior Defense;17
20016;Enchant Shield - Superior Spirit;17
20023;Enchant Boots - Greater Agility;17
20025;Enchant Chest - Greater Stats;17
20028;Enchant Chest - Major Mana;17
20029;Enchant Weapon - Icy Chill;17
20030;Enchant 2H Weapon - Superior Impact;17
20031;Enchant Weapon - Superior Striking;17
20032;Enchant Weapon - Lifestealing;17
20033;Enchant Weapon - Unholy Weapon;17
20034;Enchant Weapon - Crusader;17
20035;Enchant 2H Weapon - Major Spirit;17
20036;Enchant 2H Weapon - Major Intellect;17
20051;Runed Arcanite Rod;17
20074;Formula: Enchant Shield - Superior Spirit;17
20075;Formula: Enchant Weapon - Icy Chill;17
20076;Formula: Enchant Cloak - Superior Defense;17
20077;Formula: Enchant Chest - Major Mana;17
20078;Formula: Runed Arcanite Rod;17
20079;Formula: Enchant Gloves - Greater Strength;17
20080;Formula: Enchant Boots - Greater Agility;17
20081;Formula: Enchant Bracer - Superior Strength;17
20082;Formula: Enchant Weapon - Superior Impact;17
20083;Formula: Enchant Weapon - Unholy;17
20084;Formula: Enchant 2H Weapon - Major Intellect;17
20085;Formula: Enchant Weapon - Superior Striking;17
20086;Formula: Enchant Bracer - Superior Stamina;17
20087;Formula: Enchant Weapon - Crusader;17
20088;Formula: Enchant Chest - Greater Stats;17
20089;Formula: Enchant Weapon - Lifestealer;17
20090;Formula: Enchant 2H Weapon - Major Spirit;17
20201;Arcanite Rod;17
20202;Arcanite Rod;17
20269;Enchanted Gaea Seed;17
20513;Enchanted Resonite Crystal;17
20529;Bind Chapter 1;17
20530;Bind Chapter 2;17
20531;Bind Chapter 3;17
20586;Windreaper;17
20648;Medium Leather;17
20649;Heavy Leather;17
20650;Thick Leather;17
20651;Medium Leather;17
20652;Heavy Leather;17
20653;Thick Leather;17
20709;Arcanite Skeleton Key;17
20732;Attack Power 15;17
20737;Summon Karang's Banner;17
20804;Triage;17
22331;Rugged Leather;17
22332;Rugged Leather;17
23074;Arcanite Dragonling;17
23802;Enchant Bracer - Healing Power;17
23808;Formula: Enchant Bracer - Healing;17
9315;Increase Healing 26;16
10013;Ebon Shiv;16
10014;Plans: Ebon Shiv;16
11466;Gift of Arthas;16
11473;Ghost Dye;16
11507;Recipe: Gift of Arthas;16
11530;Recipe: Ghost Dye;16
14052;Attack Power 60;16
15814;Attack Power 56;16
16622;Enhance Blunt Weapon V;16
16640;Dense Weightstone;16
16660;Dawnbringer Shoulders;16
16670;Dense Weightstone;16
16686;Plans: Dawnbringer Shoulders;16
16746;Invulnerable Mail;16
16762;Plans: Invulnerable Mail;16
16989;Planting Banner;16
17016;Placing Beacon Torch;16
17179;Boon of Life;16
17190;Ras Frostwhisper Visual Dummy;16
17328;Aura of Penitence;16
17562;Transmute: Water to Air;16
17580;Major Mana Potion;16
17591;Recipe: Transmute Water to Air;16
17606;Recipe: Major Mana Potion;16
17623;Visions of the Past;16
17628;Supreme Power;16
17637;Flask of Supreme Power;16
17644;Recipe: Flask of Supreme Power;16
17866;Increase Fire Dam 24;16
17867;Increase Fire Dam 26;16
17890;Increase Frost Dam 24;16
17902;Increase Frost Dam 43;16
18008;Increase Shadow Dam 26;16
18011;Increase Shadow Dam 30;16
18015;Increase Shadow Dam 36;16
18018;Increase Shadow Dam 40;16
18024;Increase Shadow Dam 49;16
18044;Increase Healing 73;16
18056;Increase Spell Dam 40;16
18264;Headmaster's Charge;16
18276;Frost Blast;16
18307;Death by Peasant;16
18364;Cloak of Fire;16
18374;Cloak of Fire;16
18402;Runecloth Belt;16
18403;Frostweave Tunic;16
18404;Frostweave Robe;16
18405;Runecloth Bag;16
18406;Runecloth Robe;16
18407;Runecloth Tunic;16
18408;Cindercloth Vest;16
18409;Runecloth Cloak;16
18410;Ghostweave Belt;16
18411;Frostweave Gloves;16
18412;Cindercloth Gloves;16
18413;Ghostweave Gloves;16
18414;Brightcloth Robe;16
18415;Brightcloth Gloves;16
18416;Ghostweave Vest;16
18417;Runecloth Gloves;16
18418;Cindercloth Cloak;16
18419;Felcloth Pants;16
18420;Brightcloth Cloak;16
18421;Wizardweave Leggings;16
18422;Cloak of Fire;16
18423;Runecloth Boots;16
18424;Frostweave Pants;16
18434;Cindercloth Pants;16
18436;Robe of Winter Night;16
18437;Felcloth Boots;16
18438;Runecloth Pants;16
18439;Brightcloth Pants;16
18440;Mooncloth Leggings;16
18441;Ghostweave Pants;16
18442;Felcloth Hood;16
18444;Runecloth Headband;16
18445;Mooncloth Bag;16
18446;Wizardweave Robe;16
18447;Mooncloth Vest;16
18448;Mooncloth Shoulders;16
18449;Runecloth Shoulders;16
18450;Wizardweave Turban;16
18451;Felcloth Robe;16
18452;Mooncloth Circlet;16
18453;Felcloth Shoulders;16
18455;Bottomless Bag;16
18456;Truefaith Vestments;16
18457;Robe of the Archmage;16
18458;Robe of the Void;16
18470;Bolt of Runecloth;16
18471;Runecloth Belt;16
18472;Pattern: Frostweave Tunic;16
18473;Pattern: Frostweave Robe;16
18474;Pattern: Runecloth Bag;16
18475;Pattern: Runecloth Robe;16
18477;Pattern: Runecloth Tunic;16
18478;Pattern: Cindercloth Vest;16
18479;Pattern: Runecloth Cloak;16
18480;Pattern: Ghostweave Belt;16
18481;Pattern: Frostweave Gloves;16
18482;Pattern: Cindercloth Gloves;16
18487;Pattern: Ghostweave Gloves;16
18488;Pattern: Brightcloth Robe;16
18489;Pattern: Brightcloth Gloves;16
18490;Pattern: Ghostweave Vest;16
18491;Pattern: Runecloth Gloves;16
18492;Pattern: Cindercloth Cloak;16
18493;Pattern: Felcloth Pants;16
18494;Pattern: Brightcloth Cloak;16
18495;Pattern: Wizardweave Leggings;16
18496;Pattern: Cloak of Fire;16
18497;Pattern: Runecloth Boots;16
18507;Pattern: Frostweave Pants;16
18508;Pattern: Cindercloth Pants;16
18509;Pattern: Robe of Winter Night;16
18510;Pattern: Felcloth Boots;16
18511;Pattern: Runecloth Pants;16
18512;Pattern: Brightcloth Pants;16
18513;Pattern: Mooncloth Leggings;16
18514;Pattern: Ghostweave Pants;16
18515;Pattern: Felcloth Hood;16
18516;Pattern: Runecloth Headband;16
18517;Pattern: Mooncloth Bag;16
18518;Pattern: Wizardweave Robe;16
18519;Pattern: Mooncloth Vest;16
18521;Pattern: Mooncloth Shoulders;16
18522;Pattern: Runecloth Shoulders;16
18524;Pattern: Wizardweave Turban;16
18525;Pattern: Felcloth Robe;16
18526;Pattern: Mooncloth Circlet;16
18527;Pattern: Felcloth Shoulders;16
18529;Pattern: Bottomless Bag;16
18532;Pattern: Truefaith Vestments;16
18536;Pattern: Robe of the Archmage;16
18537;Pattern: Robe of the Void;16
18560;Mooncloth;16
18563;Ritual: Mooncloth;16
18633;Weakening Disease;16
18711;Forging;16
19029;Create Coagulated Rot;16
19048;Heavy Scorpid Bracers;16
19049;Wicked Leather Gauntlets;16
19050;Green Dragonscale Breastplate;16
19051;Heavy Scorpid Vest;16
19052;Wicked Leather Bracers;16
19053;Chimeric Gloves;16
19055;Runic Leather Gauntlets;16
19060;Green Dragonscale Leggings;16
19061;Living Shoulders;16
19063;Chimeric Boots;16
19064;Heavy Scorpid Gauntlets;16
19065;Runic Leather Bracers;16
19066;Frostsaber Boots;16
19068;Warbear Harness;16
19149;Pattern: Heavy Scorpid Bracers;16
19156;Pattern: Wicked Leather Gauntlets;16
19157;Pattern: Green Dragonscale Breastplate;16
19158;Pattern: Heavy Scorpid Vest;16
19161;Pattern: Wicked Leather Bracers;16
19164;Pattern: Chimeric Gloves;16
19167;Pattern: Runic Leather Gauntlets;16
19170;Pattern: Green Dragonscale Leggings;16
19171;Pattern: Living Shoulders;16
19173;Pattern: Chimeric Boots;16
19174;Pattern: Heavy Scorpid Gauntlets;16
19175;Pattern: Runic Leather Bracers;16
19176;Pattern: Frostsaber Boots;16
19178;Pattern: Warbear Harness;16
19237;Smokey's Explosion;16
19250;Placing Smokey's Explosives;16
19435;Mooncloth Boots;16
19437;Mooncloth Boots;16
19755;Frightalon;16
19769;Thorium Grenade;16
19790;Thorium Grenade;16
19791;Thorium Widget;16
19845;Schematic: Thorium Grenade;16
19846;Schematic: Thorium Widget;16
20274;Capturing Termites;16
21956;Physical Protection;16
10688;Summon Cockroach;15
11434;Gong Zul'Farrak Gong;15
11435;Create Mallet of Zul'Farrak;15
11548;Summon Spider God;15
11654;Call of Sul'thraze;15
11658;Sul'thraze;15
12346;Awaken the Soulflayer;15
12699;Summon Screecher Spirit;15
12735;Fill the Egg of Hakkar;15
13587;Mount Speed;15
16781;Combining Charms;15
17540;Greater Stoneshield;15
17570;Greater Stoneshield Potion;15
17574;Greater Fire Protection Potion;15
17575;Greater Frost Protection Potion;15
17576;Greater Nature Protection Potion;15
17577;Greater Arcane Protection Potion;15
17578;Greater Shadow Protection Potion;15
17596;Recipe: Greater Stoneshield Potion;15
17600;Recipe: Greater Fire Protection Potion;15
17601;Recipe: Greater Frost Protection Potion;15
17602;Recipe: Greater Nature Protection Potion;15
17603;Recipe: Greater Arcane Protection Potion;15
17604;Recipe: Greater Shadow Protection Potion;15
17619;Alchemists Stone;15
17624;Petrification;15
17627;Distilled Wisdom;15
17634;Flask of Petrification;15
17636;Flask of Distilled Wisdom;15
17641;Recipe: Flask of Petrification;15
17643;Recipe: Flask of Distilled Wisdom;15
17993;Increase Nature Dam 33;15
18240;Grilled Squid;15
18242;Hot Smoked Bass;15
18243;Nightfin Soup;15
18244;Poached Sunscale Salmon;15
18245;Lobster Stew;15
18246;Mightfish Steak;15
18247;Baked Salmon;15
18253;Recipe: Grilled Squid;15
18254;Recipe: Hot Smoked Bass;15
18255;Recipe: Nightfin Soup;15
18256;Recipe: Poached Sunscale Salmon;15
18257;Recipe: Lobster Stew;15
18258;Recipe: Mightfish Steak;15
18259;Recipe: Baked Salmon;15
22593;Flame Mantle of the Dawn;15
22594;Frost Mantle of the Dawn;15
22596;Shadow Mantle of the Dawn;15
22597;Nature Mantle of the Dawn;15
22598;Arcane Mantle of the Dawn;15
22599;Chromatic Mantle of the Dawn;15
776;Abolish Magic;14
1457;zzOLDBurning Spirit;14
6230;zzOLDHoly Ward;14
6251;Summon Crimson Cannon;14
7219;Immune to Disarm;14
7702;Increase Frost Dam 9;14
7721;Add Fire Dam - Weap 04;14
8191;Zeal;14
9296;Increase Fire Dam 19;14
9307;Increase Frost Dam 20;14
9326;Increase Shadow Dam 19;14
10054;Conjure Mana Ruby;14
10056;Conjure Mana Ruby;14
10058;Replenish Mana;14
10844;Powerful Smelling Salts;14
10845;Powerful Smelling Salts;14
10850;Powerful Smelling Salts;14
11340;Instant Poison VI;14
11343;Instant Poison VI;14
11346;Instant Poison;14
12716;Goblin Mortar;14
12759;Gnomish Death Ray;14
12768;Goblin Mortar;14
12779;Gnomish Death Ray;14
12851;Release the Hounds;14
12854;Spell Focus;14
13227;Wound Poison;14
13230;Wound Poison IV;14
13233;Wound Poison;14
13237;Goblin Mortar;14
13280;Gnomish Death Ray;14
13399;Cultivate Packet of Seeds;14
13830;Increase Fire Dam 29;14
13978;Summon Aquementas;14
14047;Increase Spell Dam 23;14
14049;Attack Power 40;14
14050;Quest Suicide;14
14054;Increase Spell Dam 27;14
14055;Increase Spell Dam 35;14
14118;Rend;14
14803;Increased Armor 200;14
15295;Dark Iron Shoulders;14
15296;Dark Iron Plate;14
15299;Plans: Dark Iron Plate;14
15302;Plans: Dark Iron Shoulders;14
15647;Summon Common Kitten;14
15649;Collect Corrupted Water;14
15662;Fireball;14
15696;Increase Healing 53;14
15712;Linken's Boomerang;14
15715;Increase Spell Dam 25;14
15768;Increased 2H Axe;14
15776;Increased Dagger;14
15779;White Mechanostrider;14
15810;Attack Power 44;14
15816;Attack Power 62;14
15822;Dreamless Sleep;14
15833;Dreamless Sleep Potion;14
15834;Dreamless Sleep Potion;14
15999;Summon Worg Pup;14
16055;Nightsaber;14
