ObjectList;name;Patch
178745;Lights x3, Broken;20
178746;Smokywood Pastures;20
178764;Rope Line;20
178765;Rope Line Pole;20
178805;Christmas Tree (Medium);20
178904;Healed Celebrian Vine;20
178905;Vylestem Vine;20
178907;Maraudon Orange Pool Spell Focus;20
178908;Vylestem Vine;20
178963;Incantion of Celebras Trap;20
178964;Celebras Blue Aura;20
178965;Incantation of Celebras;20
180324;Dwarven Table Ornate 01;20
180325;Chair;20
180326;OrcBench01;20
180328;General Candelabra 01;20
180329;Jar 01;20
180330;Jar 02;20
180331;Jar 03;20
180332;Jug 01;20
180333;Jug 02;20
180334;Stormwind Rug 02;20
180337;Orc Table Cooker Fire 01;20
180338;Candle 01;20
180339;Candle 02;20
180340;Candle 03;20
180341;Jar Orc 01;20
180342;Jar Orc 02;20
180345;Jar Orc 03;20
180347;Jar Orc 04;20
180348;Jar Orc 05;20
180349;Jar Orc 06;20
180350;Orc Jug 01;20
180351;Orc Jug 02;20
180352;General Torch 01;20
180353;Freestanding Torch 01;20
180370;Harvest Fruit;20
180371;Harvest Fish;20
180372;Harvest Boar;20
180373;Harvest Nectar;20
180374;Harvest Nectar;20
180405;G_Pumpkin_01;20
180406;G_Pumpkin_02;20
180407;G_Pumpkin_03;20
180408;G_WitchHat_01;20
180409;G_WitchBroom_01;20
180410;G_HangingSkeleton_01;20
180411;G_Ghost_01;20
180412;G_CandyBucket_01;20
180415;CandleBlack01;20
180425;SkullCandle01;20
180426;Bat01;20
180427;Bat02;20
180428;G_WitchBroom_01 scale 0.5;20
180429;G_WitchHat_01 scale 0.5;20
180431;G_Pumpkin_01 scale 4.0;20
180432;Forsaken Banner;20
180433;The Wickerman;20
180434;Bonfire;20
180437;Wickerman Ember;20
180449;Forsaken Stink Bomb;20
180450;Forsaken Stink Bomb Cloud;20
180471;HangingSkullLight01;20
180472;HangingSkullLight02;20
180504;Southshore Spell Focus;20
180523;Apple Bob;20
180570;Keg;20
180575;Keg;20
180698;Party Table;20
180699;Festive Keg;20
180703;Firework, Show, Type 1 Red;20
180704;Firework, Show, Type 2 Red;20
180707;Firework, Show, Type 1,  Red BIG;20
180708;Firework, Show, Type 2,  Red BIG;20
180715;Holly Preserver;20
180719;Metzen's Stable;20
180720;Firework, Show, Type 1 Blue;20
180721;Firework, Show, Type 2 Blue;20
180722;Firework, Show, Type 1 Blue BIG;20
180723;Firework, Show, Type 2 Blue BIG;20
180724;Firework, Show, Type 1 Green;20
180725;Firework, Show, Type 2 Green BIG;20
180726;Firework, Show, Type 1 Green BIG;20
180727;Firework, Show, Type 2 Green;20
180728;Firework, Show, Type 1 White;20
180729;Firework, Show, Type 1 White BIG;20
180730;Firework, Show, Type 2 White;20
180731;Firework, Show, Type 2 White BIG;20
180733;Firework, Show, Type 2 Purple BIG;20
180736;Firework, Show, Type 1 Yellow;20
180737;Firework, Show, Type 1 Yellow BIG;20
180738;Firework, Show, Type 2 Yellow;20
180739;Firework, Show, Type 2 Yellow BIG;20
180740;Firework, Show, Type 2 Purple;20
180741;Firework, Show, Type 1 Purple BIG;20
180742;Metzen's Fencing;20
180743;Carefully Wrapped Present;20
180746;Gently Shaken Gift;20
180747;Gaily Wrapped Present;20
180748;Ticking Present;20
180749;Cheer Speaker;20
180754;Toasting Goblet;20
180757;Human Hero Portrait;20
180758;Night Elf Hero Portrait;20
180759;Orc Hero Portrait;20
180760;Forsaken Hero Portrait;20
180761;Tauren Hero Portrait;20
180762;Troll Hero Portrait;20
180763;Firecrackers;20
180764;Firecrackers;20
180765;Lantern;20
180766;Lantern;20
180767;Lantern;20
180768;Lantern;20
180769;Lights;20
180770;Lights;20
180771;Firework Launcher;20
180772;Cluster Launcher;20
180773;Banner;20
180774;Banner;20
180775;Banner;20
180777;Banner;20
180778;Banner;20
180793;Festive Gift;20
180796;PX-238 Winter Wondervolt;20
180797;PX-238 Winter Wondervolt TRAP;20
180798;Present BIG;20
180799;Present BIG;20
180844;Mistletoe;20
180850;Firework Launcher;20
180859;Cluster Launcher;20
180867;Greater Moonlight Spell Focus;20
180868;Firework Launcher;20
180869;Cluster Launcher;20
180870;Firecrackers;20
180871;Firecrackers;20
180872;Firecrackers;20
180875;Boss Fight Altar;20
180878;GunShopFireworksBarrel;20
180879;ElvenWoodenTable;20
180880;AmmoBoxBlue;20
180881;AmmoBoxBlueBlock;20
180882;AmmoBoxRed;20
180883;AmmoBoxRedBlock;20
180905;Festive Mug;20
180910;Starsong Scroll;20
181014;Hanging, Square, Large;20
181015;Standing, Large;20
181016;Standing, Medium, Exterior;20
181017;Hanging, Streamers, Medium;20
181018;Hanging, Tall/Thin, Medium;20
181019;Standing, Medium Interior;20
181020;Hanging, Square, Medium;20
181021;Hanging, Door;20
181022;Standing, Giant;20
181024;Hanging, Short/Squat, Large;20
181025;Hanging, Tall/Thin, Large;20
181027;Floating, medium;20
181055;Hanging, Streamers, x3;20
181060;Standing, small Interior;20
181073;Fragrant Cauldron;20
181086;Valentine Arch;20
181088;Event Trap, Thrall;20
181089;Event Trap, Bolvar;20
181090;Event Trap, Magni;20
181091;Event Trap, Tyrande;20
181092;Event Trap, Cairne;20
181093;Event Trap, Sylvanas;20
181288;Midsummer Bonfire;20
181290;Midsummer Bonfire Spawn Trap;20
181301;Camp Pavilion;20
181302;Camp Crate;20
181305;Camp Table;20
181306;Camp Jug;20
181307;Camp Mug;20
181332;Flame of Stormwind;20
181333;Flame of Ironforge;20
181334;Flame of Darnassus;20
181335;Flame of the Undercity;20
181336;Flame of Orgrimmar;20
181337;Flame of Thunder Bluff;20
181338;Flame of the Plaguelands;20
181339;Flame of Silithus;20
181340;Flame of Winterspring;20
181341;Flame of Searing Gorge;20
181342;Flame of Azshara;20
181343;Flame of Un'Goro;20
181344;Flame of the Blasted Lands;20
181345;Flame of the Hinterlands;20
181347;Flame of Blackrock Spire;20
181348;Flame of Stratholme;20
181349;Flame of the Scholomance;20
181354;Floating, Medium - MFF;20
181355;Standing, Exterior, Medium - MFF;20
181358;Hanging, Square, Large - MFF;20
181388;Standing, Interior, Medium - MFF;20
181389;Hanging, Tall/Thin, Large - MFF;20
181390;Hanging, Square, Medium - MFF;20
181391;Standing, Interior, Small - MFF;20
181392;Hanging, Streamer - MFF;20
181393;Hanging, Tall/Thin, Medium - MFF;20
181401;Hanging, Streamer x3 - MFF;20
181431;Fire Festival Fury Trap;20
181560;Flame of the Barrens;20
181561;Flame of Ashenvale;20
181562;Flame of Stonetalon;20
181563;Flame of Darkshore;20
181564;Flame of Silverpine;20
181565;Flame of Westfall;20
181566;Flame of Hillsbrad;20
181567;Flame of the Wetlands;20
181605;Ribbon Pole;20
186750;Fudgerick's Fireworks;20
187576;Hanging, Square, Small - MFF;20
187653;Standing, Post - MFF;20
187667;Hanging, Tall/Thin, Small - MFF;20
187918;Twilight Bonfire;20
187988;Twilight Torch;20
187989;Twilight Torch;20
188174;Midsummer Music Doodad;20
176510;Onyxia Whelp Spawner;19
176511;Onyxia Egg;19
176513;Lava Fissure;19
176514;Lava Fissure;19
176515;Lava Fissure;19
176809;Lava Fissure;19
176810;Lava Fissure;19
176811;Lava Fissure;19
176812;Lava Fissure;19
176813;Lava Fissure;19
176814;Lava Fissure;19
176815;Lava Fissure;19
176816;Lava Fissure;19
176817;Lava Fissure;19
176818;Lava Fissure;19
176819;Lava Fissure;19
176820;Lava Fissure;19
176821;Lava Fissure;19
176822;Lava Fissure;19
176823;Lava Fissure;19
176824;Lava Fissure;19
176825;Lava Fissure;19
176826;Lava Fissure;19
176827;Lava Fissure;19
176828;Lava Fissure;19
176829;Lava Fissure;19
176830;Lava Fissure;19
176831;Lava Fissure;19
176832;Lava Fissure;19
176833;Lava Fissure;19
176834;Lava Fissure;19
176835;Lava Fissure;19
176836;Lava Fissure;19
176837;Lava Fissure;19
176838;Lava Fissure;19
176839;Lava Fissure;19
176840;Lava Fissure;19
176841;Lava Fissure;19
176842;Lava Fissure;19
176843;Doodad_OnyziasLairFallingRocks01;19
176844;Doodad_OnyziasLairFallingRocks12;19
176845;Doodad_OnyziasLairFallingRocks09;19
176846;Doodad_OnyziasLairFallingRocks11;19
176847;Doodad_OnyziasLairFallingRocks04;19
176848;Doodad_OnyziasLairFallingRocks02;19
176849;Doodad_OnyziasLairFallingRocks08;19
176850;Doodad_OnyziasLairFallingRocks13;19
176851;Doodad_OnyziasLairFallingRocks10;19
176852;Doodad_OnyziasLairFallingRocks07;19
176853;Doodad_OnyziasLairFallingRocks06;19
176854;Doodad_OnyziasLairFallingRocks03;19
176855;Doodad_OnyziasLairFallingRocks05;19
176908;Lava Fissure;19
176909;Lava Fissure;19
176910;Lava Fissure;19
176911;Lava Fissure;19
176912;Lava Fissure;19
176913;Lava Fissure;19
176914;Lava Fissure;19
176915;Lava Fissure;19
176916;Lava Fissure;19
176917;Lava Fissure;19
176918;Lava Fissure;19
176919;Lava Fissure;19
176920;Lava Fissure;19
176921;Lava Fissure;19
176922;Lava Fissure;19
177984;Doodad_OnyziasLairLavaTrap51;19
177985;Doodad_OnyziasLairLavaTrapMirror20;19
177986;Doodad_OnyziasLairLavaTrapMirror21;19
177987;Doodad_OnyziasLairLavaTrap52;19
177988;Doodad_OnyziasLairLavaTrap53;19
177989;Doodad_OnyziasLairLavaTrap54;19
177990;Doodad_OnyziasLairLavaTrap55;19
177991;Doodad_OnyziasLairLavaTrap56;19
177992;Doodad_OnyziasLairLavaTrap57;19
177993;Doodad_OnyziasLairLavaTrap58;19
177994;Doodad_OnyziasLairLavaTrap59;19
177995;Doodad_OnyziasLairLavaTrap60;19
177996;Doodad_OnyziasLairLavaTrap61;19
177997;Doodad_OnyziasLairLavaTrap62;19
177998;Doodad_OnyziasLairLavaTrap63;19
177999;Doodad_OnyziasLairLavaTrap64;19
178000;Doodad_OnyziasLairLavaTrap65;19
178001;Doodad_OnyziasLairLavaTrap66;19
178002;Doodad_OnyziasLairLavaTrap67;19
178003;Doodad_OnyziasLairLavaTrap68;19
178004;Doodad_OnyziasLairLavaTrapMirror22;19
178005;Doodad_OnyziasLairLavaTrap69;19
178006;Doodad_OnyziasLairLavaTrap70;19
178007;Doodad_OnyziasLairLavaTrap71;19
178008;Doodad_OnyziasLairLavaTrap72;19
178009;Doodad_OnyziasLairLavaTrapMirror23;19
178010;Doodad_OnyziasLairLavaTrapMirror24;19
178011;Doodad_OnyziasLairLavaTrapMirror25;19
178012;Doodad_OnyziasLairLavaTrapMirror26;19
178013;Doodad_OnyziasLairLavaTrapMirror27;19
178014;Doodad_OnyziasLairLavaTrapMirror28;19
178015;Doodad_OnyziasLairLavaTrapMirror29;19
178016;Doodad_OnyziasLairLavaTrapMirror30;19
178017;Doodad_OnyziasLairLavaTrapMirror31;19
178018;Doodad_OnyziasLairLavaTrapMirror32;19
178019;Doodad_OnyziasLairLavaTrapMirror33;19
178020;Doodad_OnyziasLairLavaTrapMirror34;19
178021;Doodad_OnyziasLairFallingRocks14;19
178022;Doodad_OnyziasLairFallingRocks15;19
178023;Doodad_OnyziasLairFallingRocks16;19
178024;Doodad_OnyziasLairFallingRocks17;19
178025;Doodad_OnyziasLairFallingRocks18;19
178026;Doodad_OnyziasLairFallingRocks19;19
178027;Doodad_OnyziasLairFallingRocks20;19
178028;Doodad_OnyziasLairFallingRocks21;19
178029;Doodad_OnyziasLairFallingRocks22;19
178030;Doodad_OnyziasLairFallingRocks23;19
178031;Doodad_OnyziasLairFallingRocks24;19
178032;Doodad_OnyziasLairFallingRocks25;19
178033;Doodad_OnyziasLairFallingRocks26;19
178034;Doodad_OnyziasLairLavaTrap73;19
178035;Doodad_OnyziasLairLavaTrap74;19
178036;Doodad_OnyziasLairLavaTrap75;19
178037;Doodad_OnyziasLairLavaTrap76;19
178038;Doodad_OnyziasLairLavaTrap77;19
178039;Doodad_OnyziasLairLavaTrap78;19
178040;Doodad_OnyziasLairLavaTrap79;19
178041;Doodad_OnyziasLairLavaTrap80;19
178042;Doodad_OnyziasLairLavaTrap81;19
178043;Doodad_OnyziasLairLavaTrap82;19
178044;Doodad_OnyziasLairLavaTrap83;19
178045;Doodad_OnyziasLairLavaTrapMirror35;19
178046;Doodad_OnyziasLairLavaTrapMirror36;19
178047;Doodad_OnyziasLairLavaTrapMirror37;19
178048;Doodad_OnyziasLairLavaTrapMirror38;19
176951;Rune of Koro;18
176952;Rune of Zeth;18
176953;Rune of Mazj;18
176954;Rune of Theri;18
176955;Rune of Blaz;18
176956;Rune of Kress;18
176957;Rune of Mohn;18
177000;Hot Coal;18
177193;Doom Portal;18
177239;Tirion Fordring's Grave;18
177264;Symbol of Lost Honor;18
177287;Unfinished Painting;18
177746;Ghost Magnet;18
177784;Giant Softshell Clam;18
177786;Rackmore's Chest;18
177787;Rackmore's Log;18
178107;Lava Steam;18
178108;Lava Splash;18
178164;Hot Coal;18
178187;Molten Core Circle SULFURON;18
178188;Molten Core Circle BARON;18
178189;Molten Core Circle SHAZZRAH;18
178190;Molten Core Circle GOLEMAGG;18
178191;Molten Core Circle GARR;18
178192;Molten Core Circle MAGMADAR;18
178193;Molten Core Circle GEHENNAS;18
178194;Lava Crack;18
136922;Bonfire;17
136923;Bonfire;17
136932;Chair;17
136933;Chair;17
136934;Chair;17
136935;Chair;17
136936;Bench;17
136937;Bench;17
136938;Bench;17
136939;Chair;17
136940;Chair;17
136941;Chair;17
136942;Chair;17
136943;Chair;17
136944;Chair;17
136946;Bench;17
136957;Bonfire;17
136959;Bonfire;17
136961;Bonfire;17
136962;Bonfire;17
136963;Bonfire;17
136964;Bonfire;17
136965;Bonfire;17
136966;Bonfire;17
164726;Doodad_PortcullisActive01;17
175124;Rookery Egg;17
175153;Emberseer Out;17
175185;Doodad_Drake_Rider_portcullis;17
175186;Doodad_Portcullis_TOBOSSROOMS;17
175187;Doodad_DarkIronDwarfRune_A01;17
175194;Room 7 Rune;17
175195;Room 3 Rune;17
175196;Room 6 Rune;17
175197;Room 1 Rune;17
175198;Room 5 Rune;17
175199;Room 2 Rune;17
175200;Room 4 Rune;17
175244;Emberseer In;17
175245;Father Flame;17
175264;Broodling Essence;17
175266;Doodad_DarkIronDwarfRune_A01;17
175267;Doodad_DarkIronDwarfRune_B01;17
175268;Doodad_DarkIronDwarfRune_c01;17
175269;Doodad_DarkIronDwarfRune_d01;17
175270;Doodad_DarkIronDwarfRune_e01;17
175271;Doodad_DarkIronDwarfRune_f01;17
175272;Doodad_DarkIronDwarfRune_g01;17
175321;Unforged Seal of Ascension;17
175322;Forged Seal of Ascension;17
175334;Bijou's Belongings;17
175382;Doomrigger's Coffer;17
175385;Darkstone Tablet;17
175528;Doodad_DarkIronBrazier01;17
175529;Doodad_DarkIronBrazier02;17
175530;Doodad_DarkIronBrazier03;17
175531;Doodad_DarkIronBrazier04;17
175532;Doodad_DarkIronBrazier05;17
175533;Doodad_DarkIronBrazier06;17
175622;Rookery Egg Spawner;17
175705;Doors;17
175706;Blackrock Altar;17
175785;Inconspicuous Documents;17
175927;Malyfous's Catalogue;17
175946;Doodad_BOSSGATE01;17
175947;Doodad_BOSSGATE02;17
175964;Skin of Shadow;17
175965;Frostwhisper's Embalming Fluid;17
175966;Enchanted Scarlet Thread;17
175970;Unforged Runic Breastplate;17
176110;Dawn's Gambit Trap;17
176192;Catalogue of the Wayward;17
176213;Blood of Heroes;17
176214;Blood of Heroes;17
176447;Bonfire;17
176448;Bonfire;17
176449;Bonfire;17
176450;Bonfire;17
176451;Bonfire;17
176452;Bonfire;17
177304;Dawn's Gambit;17
177904;Wanted Poster: Besseleth;17
177926;Gaea Seed;17
177929;Gaea Dirt Mound;17
177964;Fathom Stone;17
178104;Resonite Crystal;17
178105;Resonite Crystal;17
178106;Resonite Crystal;17
178144;Troll Chest;17
178145;Resonite Cask;17
178184;Sapphire of Aku'Mai;17
178185;Sapphire of Aku'Mai;17
178186;Sapphire of Aku'Mai;17
178195;Warsong Oil;17
178204;Warsong Axe Shipment;17
178205;Karang's Banner;17
178227;Murgut's Totem Basket;17
178228;Murgut's Totem Basket Aura;17
175167;Viewing Room Door;16
175287;Doodad_SmallBrazierPurple03;16
175288;Doodad_SmallBrazierPurple05;16
175289;Doodad_MediumBrazierPurple05;16
175290;Doodad_MediumBrazierPurple06;16
175291;Doodad_MediumBrazierPurple07;16
175292;Doodad_MediumBrazierPurple08;16
175293;Doodad_MediumBrazierPurple09;16
175294;Doodad_OrcSign_DarkfireEnclave;16
175298;Doodad_SmallBrazierPurple04;16
175305;Doodad_MediumBrazierPurple10;16
175307;Doodad_OrcSign_ShadowdeepReagents;16
175308;Doodad_OrcSign_DarkEarth;16
175310;Doodad_MediumBrazierPurple13;16
175564;Brazier of the Herald;16
175570;Gate;16
175610;Door;16
175611;Iron Gate;16
175612;Iron Gate;16
175613;Iron Gate;16
175614;Iron Gate;16
175615;Iron Gate;16
175616;Iron Gate;16
175617;Iron Gate;16
175618;Iron Gate;16
175619;Door;16
175620;Iron Gate;16
175747;The Invasion of Draenor;16
176087;Scourge Banner;16
176093;Beacon Torch;16
176094;Andorhal Tower One;16
176095;Andorhal Tower Two;16
176096;Andorhal Tower Three;16
176097;Andorhal Tower Four;16
176111;Scholomance Viewing Room Spell Focus (DND);16
176361;Scourge Cauldron;16
176392;Scourge Cauldron;16
176393;Scourge Cauldron;16
176484;The Deed to Brill;16
176485;The Deed to Caer Darrow;16
176486;The Deed to Southshore;16
176487;The Deed to Tarren Mill;16
176544;Remains of Eva Sarkhoff;16
176545;Remains of Lucien Sarkhoff;16
176546;Eva Remains Ablaze;16
176547;Lucien Remains Ablaze;16
176561;Krastinov's Work Bench;16
176630;Keepsake of Remembrance;16
176631;Menethil's Gift;16
176944;Old Treasure Chest;16
177241;Araj's Phylactery;16
177289;Scourge Cauldron;16
177370;Door;16
177371;Gate;16
177372;Gate;16
177373;Gate;16
177374;Gate;16
177375;Gate;16
177376;Gate;16
177377;Gate;16
177378;Campfire;16
177379;Campfire;16
177380;Campfire;16
177381;Campfire;16
177382;Campfire;16
177383;Campfire;16
177384;Campfire;16
177385;Torch;16
177387;Alchemy Lab;16
177464;Large Termite Mound;16
177491;Termite Barrel;16
177667;Torn Scroll;16
177672;Smokey's Special Compound;16
177675;Mound of Dirt;16
177747;Quel'Thalas Registry;16
177789;Augustus' Receipt Book;16
177804;Mangled Human Remains;16
177805;Mangled Human Remains;16
177806;Mangled Human Remains;16
179724;Doodad_PallyDoor01;16
179746;The Great Ossuary;16
128308;Shallow Grave;15
128403;Shallow Grave;15
141070;Troll Cage;15
141071;Troll Cage;15
141072;Troll Cage;15
141073;Troll Cage;15
141074;Troll Cage;15
141596;Witch Doctor's Chest;15
141832;Gong of Zul'Farrak;15
141851;Cauldron;15
141852;Bonfire;15
142702;Venom Bottle;15
142703;Venom Bottle;15
142704;Venom Bottle;15
142705;Venom Bottle;15
142706;Venom Bottle;15
142707;Venom Bottle;15
142708;Venom Bottle;15
142709;Venom Bottle;15
142710;Venom Bottle;15
142711;Venom Bottle;15
142712;Venom Bottle;15
142713;Venom Bottle;15
142714;Venom Bottle;15
142715;Tablet of Theka;15
142716;Shadra'Alor Altar;15
144066;First Witherbark Cage;15
144067;Second Witherbark Cage;15
144068;Third Witherbark Cage;15
144070;Sharpbeak's Cage;15
146084;End Door;15
174889;Chair;15
175487;Third Mosh'aru Tablet;15
175488;Fourth Mosh'aru Tablet;15
175889;Ancient Egg;15
175890;Ancient Egg Aura;15
175894;Janice's Parcel;15
175949;Fifth Mosh'aru Tablet;15
175950;Sixth Mosh'aru Tablet;15
324;Small Thorium Vein;14
1323;Uther's Tomb Statue;14
1650;Plaguelands;14
1656;Plaguelands;14
1659;Plaguelands;14
1901;Campfire;14
1902;Campfire;14
1903;Campfire;14
1904;Campfire;14
1905;Campfire;14
1906;Campfire;14
2082;Uther the Lightbringer;14
20969;Scourge Campfire;14
20970;Bubbling Cauldron;14
20972;Campfire;14
22639;Wooden Chair;14
22647;Wooden Chair;14
22648;Wooden Chair;14
34357;BerryFizz Potions and Mixed Drinks;14
103819;Stone of Shy-Rotam;14
112192;Chair;14
112194;Chair;14
112195;Chair;14
112196;Chair;14
112197;Chair;14
112198;Chair;14
112199;Chair;14
112202;Chair;14
112216;Chair;14
112217;Chair;14
112223;Chair;14
123848;Ooze Covered Thorium Vein;14
136925;Blazing Fire;14
136926;Blazing Fire;14
136927;Blazing Fire;14
136928;Blazing Fire;14
136929;Chair;14
136930;Chair;14
136931;Bench;14
136945;Bench;14
136947;Fire;14
136948;Fire;14
136949;Fire;14
136950;Fire;14
136951;Fire;14
136952;Fire;14
136954;Bonfire;14
136955;Fire;14
146079;Plaguelands;14
147435;Bench;14
147436;Bench;14
147437;Bench;14
147438;Bench;14
147439;Bench;14
147440;Bench;14
147441;Bench;14
147442;Bench;14
147443;Bench;14
147444;Bench;14
147445;Bench;14
147446;Bench;14
147447;Bench;14
147448;Bench;14
147449;Bench;14
147450;Bench;14
148504;A Conspicuous Gravestone;14
148666;Chair;14
148672;Chair;14
148673;Chair;14
148676;Chair;14
148679;Chair;14
148681;Chair;14
148685;Chair;14
148687;Chair;14
148688;Chair;14
148689;Chair;14
148956;Anvil;14
148957;Anvil;14
148958;Anvil;14
148959;Anvil;14
148960;Forge;14
150082;Small Thorium Vein;14
153239;Wildkin Feather;14
153454;Solid Chest;14
153463;Large Solid Chest;14
153464;Large Solid Chest;14
153468;Large Mithril Bound Chest;14
153469;Large Mithril Bound Chest;14
153471;Food Crate;14
161504;A Small Pack;14
161505;A Wrecked Raft;14
164798;Evoroot;14
164910;Ornate Chest;14
173234;Blacksmithing Plans;14
174875;Chair;14
174876;Chair;14
174877;Chair;14
174878;Chair;14
174879;Chair;14
174882;Chair;14
174883;Chair;14
174884;Chair;14
174885;Chair;14
174886;Chair;14
174887;Chair;14
174888;Chair;14
174890;Chair;14
174891;Chair;14
174892;Chair;14
174893;Chair;14
174894;Chair;14
174895;Chair;14
174896;Chair;14
174897;Chair;14
174898;Chair;14
174899;Chair;14
174900;Chair;14
174901;Chair;14
174902;Chair;14
174903;Chair;14
174904;Chair;14
174905;Chair;14
174906;Chair;14
174907;Chair;14
174908;Chair;14
174909;Chair;14
174910;Chair;14
174911;Chair;14
174932;Chair;14
174933;Chair;14
174934;Chair;14
174935;Chair;14
174936;Chair;14
174937;Chair;14
174938;Chair;14
174939;Chair;14
174940;Chair;14
174941;Chair;14
174942;Chair;14
174943;Chair;14
174944;Chair;14
174945;Chair;14
175324;Frostmaul Shards;14
175350;Doodad_SmallPortcullis04;14
175351;Doodad_SmallPortcullis03;14
175352;King's Square Gate;14
175353;King's Square Gate;14
175354;Doodad_SmallPortcullis09;14
175355;Doodad_SmallPortcullis08;14
175356;Gauntlet Gate;14
175357;Gauntlet Gate;14
175358;Slaughter Square Gate;14
175359;Doodad_SmallPortcullis11;14
175368;Service Entrance Gate;14
175370;Doodad_SmallPortcullis05;14
175372;Doodad_LargePortcullis04;14
175373;Doodad_LargePortcullis05;14
175374;Doodad_LargePortcullis06;14
175375;Doodad_LargePortcullis01;14
175376;Doodad_LargePortcullis02;14
175377;Doodad_LargePortcullis03;14
175379;Doodad_ZigguratDoor02;14
175380;Doodad_ZigguratDoor01;14
175381;Doodad_ZigguratDoor03;14
175404;Rich Thorium Vein;14
175405;Doodad_ZigguratDoor04;14
175407;Moontouched Feather;14
175433;Festival Lane;14
175434;Crusaders' Square;14
175435;King's Square;14
175436;Festival Lane;14
175437;Crusaders' Square;14
175438;Market Row;14
175439;King's Square;14
175440;Elders' Square;14
175441;Elders' Square;14
175442;Festival Lane;14
175443;Market Row;14
175444;Main Gate;14
175445;Market Row;14
175447;Main Gate;14
175449;Slaughter Square;14
175450;Elders' Square;14
175454;Elders' Square;14
175455;Slaughter Square;14
175457;Crusaders' Square;14
175458;Market Row;14
175459;To Stranglethorn Vale;14
175460;Market Row;14
175461;Service Entrance;14
175462;The Gauntlet;14
175463;Festival Lane;14
175466;Kirtonos Bros. Funeral Home;14
175467;Goodman's General Store;14
175469;Pierce's Pistols;14
175470;Angelista's Boutique;14
175471;The Stone Crow Tavern;14
175472;Leeka's Shields & Maces;14
175474;The Bayberry Inn;14
175477;Enoyls Engineering, Inc.;14
175478;Chilton's Magic Shop;14
175479;Legacy of Steel - Fine Weaponry;14
175481;Cash & Sons - Pawn Brokers;14
175483;The Orphanage;14
175484;Fras Siabi's Premium Tobacco;14
175571;Ogre Coup Summoning Circle;14
175584;Challenge to Urok;14
175586;Jaron's Wagon;14
175587;Damaged Crate;14
175588;Spire Spider Egg;14
175589;Challenge to Urok Trap;14
175590;Spire Spider Egg Trap;14
175606;Spire Spider Egg;14
175607;Dark Iron Dwarf Corpse;14
175608;Dark Iron Dwarf Corpse;14
175609;Dark Iron Dwarf Corpse;14
175621;Urok's Tribute Pile;14
175628;Jaron's Supplies;14
175629;Jaron's Supplies;14
175656;Doodad_WoodSignPointerNice10;14
175657;Doodad_WoodSignPointerNice11;14
175663;Doodad_GnomeSign_Engineer01;14
175665;Doodad_DwarfSign_Fireworks01;14
175668;Doodad_PostBoxGnome01;14
175737;The Seven Kingdoms;14
175762;The Lich King Triumphant;14
175795;Andorhal Silo Temporal Rift;14
175796;Doodad_ZigguratDoor05;14
175802;Small Lockbox;14
175811;Stove;14
175824;Crusaders' Square;14
175825;Crusaders' Square;14
175857;Chair;14
175858;Chair;14
175886;Roughshod Pike;14
175887;Finkle Trap;14
175888;Highborne Relic Fragment;14
175891;Highborne Relic Fragment;14
175892;Highborne Relic Fragment;14
175893;Highborne Relic Fragment;14
175924;Locked Cabinet;14
175925;Outhouse;14
175926;Mrs. Dalson's Diary;14
175929;Campfire;14
175930;Campfire;14
175931;Campfire;14
175932;Campfire;14
175967;The Bastion Door;14
175968;Hoard Door;14
175969;Doodad_DwarvenTunnelPortcullis04;14
176004;Subway Bench;14
176080;Subway;14
176081;Subway;14
176082;Subway;14
176083;Subway;14
176084;Subway;14
176085;Subway;14
176088;Scarlet Crusade Forward Camp;14
176089;Unfired Plate Gauntlets;14
176090;Human Remains;14
176091;Deadwood Cauldron;14
176112;Malor's Strongbox;14
176116;Pamela's Doll's Head;14
176117;Pamela's Doll's Trap;14
176142;Pamela's Doll's Left Side;14
176143;Pamela's Doll's Right Side;14
176145;Joseph Redpath's Monument;14
176150;Musty Tome;14
176151;Musty Tome;14
176152;Musty Tome Trap;14
176163;Rune of Mazthoril;14
176164;Rune of Mazthoril LT;14
176165;Rune of Mazthoril UT;14
176166;Rune of Mazthoril;14
176186;Campfire;14
176187;Campfire;14
176194;Hall of the High Command;14
176206;Davil's Libram;14
176207;Redpath's Shield;14
176208;Horgus' Skull;14
176209;Shattered Sword of Marduk;14
176210;Command Tent;14
176211;Cannonball;14
176215;Cannonball Stack;14
176216;Scarlet Cannon;14
176217;Scarlet Cannon;14
176224;Supply Crate;14
176245;Scarlet Archive;14
176247;Pamela's Doll;14
176248;Premium Siabi Tobacco;14
176249;Scourge Data;14
176264;Campfire;14
176266;Campfire;14
176267;Campfire;14
176268;Campfire;14
176269;Bonfire;14
176270;Campfire;14
176271;Campfire;14
176272;Campfire;14
176273;Bubbling Cauldron;14
176274;Campfire;14
176275;Bubbling Cauldron;14
176276;Campfire;14
176277;Campfire;14
176295;Archive Fire;14
176304;Supply Crate;14
176307;Supply Crate;14
176308;Supply Crate;14
176309;Supply Crate;14
176317;The Argent Hold;14
176325;Blacksmithing Plans;14
176327;Blacksmithing Plans;14
176346;Market Row Postbox;14
176349;Crusaders' Square Postbox;14
176350;Festival Lane Postbox;14
176351;Elders' Square Postbox;14
176352;King's Square Postbox;14
176353;Fras Siabi's Postbox;14
176356;Sacred Highborne Writings;14
176360;Postbox Parcel;14
176389;Campfire;14
176390;Campfire;14
