ItemList;name;Patch
20171;Defiler's Lizardhide Girdle;25
20172;Defiler's Lizardhide Girdle;25
20173;Defiler's Lizardhide Girdle;25
20174;Defiler's Lizardhide Girdle;25
20175;Defiler's Lizardhide Shoulders;25
20176;Defiler's Epaulets;25
20177;Defiler's Lamellar Girdle;25
20178;Defiler's Lamellar Girdle;25
20179;Defiler's Lamellar Girdle;25
20180;Defiler's Lamellar Girdle;25
20181;Defiler's Lamellar Greaves;25
20182;Defiler's Lamellar Greaves;25
20183;Defiler's Lamellar Greaves;25
20184;Defiler's Lamellar Spaulders;25
20185;Defiler's Lamellar Greaves;25
20186;Defiler's Leather Boots;25
20187;Defiler's Leather Boots;25
20188;Defiler's Leather Boots;25
20189;Defiler's Leather Boots;25
20190;Defiler's Leather Girdle;25
20191;Defiler's Leather Girdle;25
20192;Defiler's Leather Girdle;25
20193;Defiler's Leather Girdle;25
20194;Defiler's Leather Shoulders;25
20195;Defiler's Mail Girdle;25
20196;Defiler's Mail Girdle;25
20197;Defiler's Mail Girdle;25
20198;Defiler's Mail Girdle;25
20199;Defiler's Mail Greaves;25
20200;Defiler's Mail Greaves;25
20201;Defiler's Mail Greaves;25
20202;Defiler's Mail Greaves;25
20203;Defiler's Mail Pauldrons;25
20204;Defiler's Plate Girdle;25
20205;Defiler's Plate Girdle;25
20206;Defiler's Plate Girdle;25
20207;Defiler's Plate Girdle;25
20208;Defiler's Plate Greaves;25
20209;Defiler's Plate Greaves;25
20210;Defiler's Plate Greaves;25
20211;Defiler's Plate Greaves;25
20212;Defiler's Plate Spaulders;25
20213;Belt of Shrunken Heads;25
20214;Mindfang;25
20215;Belt of Shriveled Heads;25
20216;Belt of Preserved Heads;25
20217;Belt of Tiny Heads;25
20218;Faded Hakkari Cloak;25
20219;Tattered Hakkari Cape;25
20220;Ironbark Staff;25
20222;Defiler's Enriched Ration;25
20223;Defiler's Field Ration;25
20224;Defiler's Iron Ration;25
20225;Highlander's Enriched Ration;25
20226;Highlander's Field Ration;25
20227;Highlander's Iron Ration;25
20228;Defiler's Advanced Care Package;25
20229;Defiler's Basic Care Package;25
20230;Defiler's Standard Care Package;25
20231;Arathor Advanced Care Package;25
20232;Defiler's Mageweave Bandage;25
20233;Arathor Basic Care Package;25
20234;Defiler's Runecloth Bandage;25
20235;Defiler's Silk Bandage;25
20236;Arathor Standard Care Package;25
20237;Highlander's Mageweave Bandage;25
20243;Highlander's Runecloth Bandage;25
20244;Highlander's Silk Bandage;25
20255;Whisperwalk Boots;25
20256;Warsong Gulch Ribbon of Sacrifice;25
20257;Seafury Gauntlets;25
20258;Zulian Ceremonial Staff;25
20259;Shadow Panther Hide Gloves;25
20260;Seafury Leggings;25
20261;Shadow Panther Hide Belt;25
20262;Seafury Boots;25
20263;Gurubashi Helm;25
20264;Peacekeeper Gauntlets;25
20265;Peacekeeper Boots;25
20266;Peacekeeper Leggings;25
20559;Arathi Basin Mark of Honor;25
20880;Golden Token;25
23794;Permanent Sheen of Zanza;25
23795;Permanent Spirit of Zanza;25
23796;Permanent Swiftness of Zanza;25
11026;Tree Frog Box;24
11027;Wood Frog Box;24
12636;Helm of the Great Chief;24
12716;Plans: Helm of the Great Chief;24
13184;Fallbrush Handgrips;24
13185;Sunderseer Mantle;24
13218;Fang of the Crystal Spider;24
17162;Eric Test Item A;24
17163;Eric Test Item B;24
17771;Elementium Bar;24
18562;Elementium Ore;24
18563;Bindings of the Windseeker;24
18564;Bindings of the Windseeker;24
18565;Vessel of Rebirth;24
18566;Essence of the Firelord;24
18567;Elemental Flux;24
18987;Blackhand's Command;24
19002;Head of Nefarian;24
19003;Head of Nefarian;24
19016;Vessel of Rebirth;24
19017;Essence of the Firelord;24
19018;Dormant Wind Kissed Blade;24
19019;Thunderfury, Blessed Blade of the Windseeker;24
19043;Heavy Timbermaw Belt;24
19044;Might of the Timbermaw;24
19047;Wisdom of the Timbermaw;24
19048;Heavy Timbermaw Boots;24
19049;Timbermaw Brawlers;24
19050;Mantle of the Timbermaw;24
19051;Girdle of the Dawn;24
19052;Dawn Treaders;24
19056;Argent Boots;24
19057;Gloves of the Dawn;24
19058;Golden Mantle of the Dawn;24
19059;Argent Shoulders;24
19148;Dark Iron Helm;24
19149;Lava Belt;24
19156;Flarecore Robe;24
19157;Chromatic Gauntlets;24
19162;Corehound Belt;24
19163;Molten Belt;24
19164;Dark Iron Gauntlets;24
19165;Flarecore Leggings;24
19166;Black Amnesty;24
19167;Blackfury;24
19168;Blackguard;24
19169;Nightfall;24
19170;Ebon Hand;24
19182;Darkmoon Faire Prize Ticket;24
19183;Hourglass Sand;24
19202;Plans: Heavy Timbermaw Belt;24
19203;Plans: Girdle of the Dawn;24
19204;Plans: Heavy Timbermaw Boots;24
19205;Plans: Gloves of the Dawn;24
19206;Plans: Dark Iron Helm;24
19207;Plans: Dark Iron Gauntlets;24
19208;Plans: Black Amnesty;24
19209;Plans: Blackfury;24
19210;Plans: Ebon Hand;24
19211;Plans: Blackguard;24
19212;Plans: Nightfall;24
19215;Pattern: Wisdom of the Timbermaw;24
19216;Pattern: Argent Boots;24
19217;Pattern: Argent Shoulders;24
19218;Pattern: Mantle of the Timbermaw;24
19219;Pattern: Flarecore Robe;24
19220;Pattern: Flarecore Leggings;24
19221;Darkmoon Special Reserve;24
19222;Cheap Beer;24
19223;Darkmoon Dog;24
19224;Red Hot Wings;24
19225;Deep Fried Candybar;24
19227;Ace of Beasts;24
19228;Beasts Deck;24
19229;Sayge's Fortune #1;24
19230;Two of Beasts;24
19231;Three of Beasts;24
19232;Four of Beasts;24
19233;Five of Beasts;24
19234;Six of Beasts;24
19235;Seven of Beasts;24
19236;Eight of Beasts;24
19237;Sayge's Fortune #19;24
19238;Sayge's Fortune #3;24
19239;Sayge's Fortune #4;24
19240;Sayge's Fortune #5;24
19241;Sayge's Fortune #6;24
19242;Sayge's Fortune #7;24
19243;Sayge's Fortune #8;24
19244;Sayge's Fortune #9;24
19245;Sayge's Fortune #10;24
19246;Sayge's Fortune #11;24
19247;Sayge's Fortune #12;24
19248;Sayge's Fortune #13;24
19249;Sayge's Fortune #14;24
19250;Sayge's Fortune #15;24
19251;Sayge's Fortune #16;24
19252;Sayge's Fortune #18;24
19253;Sayge's Fortune #17;24
19254;Sayge's Fortune #21;24
19255;Sayge's Fortune #22;24
19256;Sayge's Fortune #2;24
19257;Warlords Deck;24
19258;Ace of Warlords;24
19259;Two of Warlords;24
19260;Three of Warlords;24
19261;Four of Warlords;24
19262;Five of Warlords;24
19263;Six of Warlords;24
19264;Seven of Warlords;24
19265;Eight of Warlords;24
19266;Sayge's Fortune #20;24
19267;Elementals Deck;24
19268;Ace of Elementals;24
19269;Two of Elementals;24
19270;Three of Elementals;24
19271;Four of Elementals;24
19272;Five of Elementals;24
19273;Six of Elementals;24
19274;Seven of Elementals;24
19275;Eight of Elementals;24
19276;Ace of Portals;24
19277;Portals Deck;24
19278;Two of Portals;24
19279;Three of Portals;24
19280;Four of Portals;24
19281;Five of Portals;24
19282;Six of Portals;24
19283;Seven of Portals;24
19284;Eight of Portals;24
19287;Darkmoon Card: Heroism;24
19288;Darkmoon Card: Blue Dragon;24
19289;Darkmoon Card: Maelstrom;24
19290;Darkmoon Card: Twisting Nether;24
19291;Darkmoon Storage Box;24
19292;Last Month's Mutton;24
19293;Last Year's Mutton;24
19295;Darkmoon Flower;24
19296;Greater Darkmoon Prize;24
19297;Lesser Darkmoon Prize;24
19298;Minor Darkmoon Prize;24
19299;Fizzy Faire Drink;24
19300;Bottled Winterspring Water;24
19302;Darkmoon Ring;24
19303;Darkmoon Necklace;24
19304;Spiced Beef Jerky;24
19305;Pickled Kodo Foot;24
19306;Crunchy Frog;24
19326;Pattern: Might of the Timbermaw;24
19327;Pattern: Timbermaw Brawlers;24
19328;Pattern: Dawn Treaders;24
19329;Pattern: Golden Mantle of the Dawn;24
19330;Pattern: Lava Belt;24
19331;Pattern: Chromatic Gauntlets;24
19332;Pattern: Corehound Belt;24
19333;Pattern: Molten Belt;24
19334;The Untamed Blade;24
19335;Spineshatter;24
19336;Arcane Infused Gem;24
19337;The Black Book;24
19338;Free Ticket Voucher;24
19339;Mind Quickening Gem;24
19340;Rune of Metamorphosis;24
19341;Lifegiving Gem;24
19342;Venomous Totem;24
19343;Scrolls of Blinding Light;24
19344;Natural Alignment Crystal;24
19345;Aegis of Preservation;24
19346;Dragonfang Blade;24
19347;Claw of Chromaggus;24
19348;Red Dragonscale Protector;24
19349;Elementium Reinforced Bulwark;24
19350;Heartstriker;24
19351;Maladath, Runed Blade of the Black Flight;24
19352;Chromatically Tempered Sword;24
19353;Drake Talon Cleaver;24
19354;Draconic Avenger;24
19355;Shadow Wing Focus Staff;24
19356;Staff of the Shadow Flame;24
19357;Herald of Woe;24
19358;Draconic Maul;24
19360;Lok'amir il Romathis;24
19361;Ashjre'thul, Crossbow of Smiting;24
19362;Doom's Edge;24
19363;Crul'shorukh, Edge of Chaos;24
19364;Ashkandi, Greatsword of the Brotherhood;24
19365;Claw of the Black Drake;24
19366;Master Dragonslayer's Orb;24
19367;Dragon's Touch;24
19368;Dragonbreath Hand Cannon;24
19369;Gloves of Rapid Evolution;24
19370;Mantle of the Blackwing Cabal;24
19371;Pendant of the Fallen Dragon;24
19372;Helm of Endless Rage;24
19373;Black Brood Pauldrons;24
19374;Bracers of Arcane Accuracy;24
19375;Mish'undare, Circlet of the Mind Flayer;24
19376;Archimtiros' Ring of Reckoning;24
19377;Prestor's Talisman of Connivery;24
19378;Cloak of the Brood Lord;24
19379;Neltharion's Tear;24
19380;Therazane's Link;24
19381;Boots of the Shadow Flame;24
19382;Pure Elementium Band;24
19383;Master Dragonslayer's Medallion;24
19384;Master Dragonslayer's Ring;24
19385;Empowered Leggings;24
19386;Elementium Threaded Cloak;24
19387;Chromatic Boots;24
19388;Angelista's Grasp;24
19389;Taut Dragonhide Shoulderpads;24
19390;Taut Dragonhide Gloves;24
19391;Shimmering Geta;24
19392;Girdle of the Fallen Crusader;24
19393;Primalist's Linked Waistguard;24
19394;Drake Talon Pauldrons;24
19395;Rejuvenating Gem;24
19396;Taut Dragonhide Belt;24
19397;Ring of Blackrock;24
19398;Cloak of Firemaw;24
19399;Black Ash Robe;24
19400;Firemaw's Clutch;24
19401;Primalist's Linked Legguards;24
19402;Legguards of the Fallen Crusader;24
19403;Band of Forced Concentration;24
19405;Malfurion's Blessed Bulwark;24
19406;Drake Fang Talisman;24
19407;Ebony Flame Gloves;24
19422;Darkmoon Faire Fortune;24
19423;Sayge's Fortune #23;24
19424;Sayge's Fortune #24;24
19425;Mysterious Lockbox;24
19426;Orb of the Darkmoon;24
19430;Shroud of Pure Thought;24
19431;Styleen's Impeding Scarab;24
19432;Circle of Applied Force;24
19433;Emberweave Leggings;24
19434;Band of Dark Dominion;24
19435;Essence Gatherer;24
19436;Cloak of Draconic Might;24
19437;Boots of Pure Thought;24
19438;Ringo's Blizzard Boots;24
19439;Interlaced Shadow Jerkin;24
19440;Powerful Anti-Venom;24
19442;Formula: Powerful Anti-Venom;24
19443;Sayge's Fortune #25;24
19444;Formula: Enchant Weapon - Strength;24
19445;Formula: Enchant Weapon - Agility;24
19446;Formula: Enchant Bracer - Mana Regeneration;24
19448;Formula: Enchant Weapon - Mighty Spirit;24
19449;Formula: Enchant Weapon - Mighty Intellect;24
19450;A Jubling's Tiny Home;24
19451;Sayge's Fortune #26;24
19452;Sayge's Fortune #27;24
19453;Sayge's Fortune #28;24
19454;Sayge's Fortune #29;24
19462;Unhatched Jubling Egg;24
19491;Amulet of the Darkmoon;24
19505;Warsong Battle Tabard;24
19506;Silverwing Battle Tabard;24
19510;Legionnaire's Band;24
19511;Legionnaire's Band;24
19512;Legionnaire's Band;24
19513;Legionnaire's Band;24
19514;Protector's Band;24
19515;Protector's Band;24
19516;Protector's Band;24
19517;Protector's Band;24
19518;Advisor's Ring;24
19519;Advisor's Ring;24
19520;Advisor's Ring;24
19521;Advisor's Ring;24
19522;Lorekeeper's Ring;24
19523;Lorekeeper's Ring;24
19524;Lorekeeper's Ring;24
19525;Lorekeeper's Ring;24
19526;Battle Healer's Cloak;24
19527;Battle Healer's Cloak;24
19528;Battle Healer's Cloak;24
19529;Battle Healer's Cloak;24
19530;Caretaker's Cape;24
19531;Caretaker's Cape;24
19532;Caretaker's Cape;24
19533;Caretaker's Cape;24
19534;Scout's Medallion;24
19535;Scout's Medallion;24
19536;Scout's Medallion;24
19537;Scout's Medallion;24
19538;Sentinel's Medallion;24
19539;Sentinel's Medallion;24
19540;Sentinel's Medallion;24
19541;Sentinel's Medallion;24
19542;Scout's Blade;24
19543;Scout's Blade;24
19544;Scout's Blade;24
19545;Scout's Blade;24
19546;Sentinel's Blade;24
19547;Sentinel's Blade;24
19548;Sentinel's Blade;24
19549;Sentinel's Blade;24
19550;Legionnaire's Sword;24
19551;Legionnaire's Sword;24
19552;Legionnaire's Sword;24
19553;Legionnaire's Sword;24
19554;Protector's Sword;24
19555;Protector's Sword;24
19556;Protector's Sword;24
19557;Protector's Sword;24
19558;Outrider's Bow;24
19559;Outrider's Bow;24
19560;Outrider's Bow;24
19561;Outrider's Bow;24
19562;Outrunner's Bow;24
19563;Outrunner's Bow;24
19564;Outrunner's Bow;24
19565;Outrunner's Bow;24
19566;Advisor's Gnarled Staff;24
19567;Advisor's Gnarled Staff;24
19568;Advisor's Gnarled Staff;24
19569;Advisor's Gnarled Staff;24
19570;Lorekeeper's Staff;24
19571;Lorekeeper's Staff;24
19572;Lorekeeper's Staff;24
19573;Lorekeeper's Staff;24
19578;Berserker Bracers;24
19580;Berserker Bracers;24
19581;Berserker Bracers;24
19582;Windtalker's Wristguards;24
19583;Windtalker's Wristguards;24
19584;Windtalker's Wristguards;24
19587;Forest Stalker's Bracers;24
19589;Forest Stalker's Bracers;24
19590;Forest Stalker's Bracers;24
19595;Dryad's Wrist Bindings;24
19596;Dryad's Wrist Bindings;24
19597;Dryad's Wrist Bindings;24
19933;Glowing Scorpid Blood;24
20426;Advisor's Ring;24
20427;Battle Healer's Cloak;24
20428;Caretaker's Cape;24
20431;Lorekeeper's Ring;24
20441;Scout's Blade;24
20442;Scout's Medallion;24
20443;Sentinel's Blade;24
20444;Sentinel's Medallion;24
1275;Deputy Chain Coat;23
3431;Bone-studded Leather;23
3555;Robe of Solomon;23
9602;Brushwood Blade;23
16746;Warsong Report;23
16763;Warsong Runner Update;23
16764;Warsong Scout Update;23
16765;Warsong Outrider Update;23
16783;Bundle of Reports;23
16889;Polished Walking Staff;23
16890;Slatemetal Cutlass;23
17224;Scrying Scope;23
17306;Stormpike Soldier's Blood;23
17323;Mulverick's Beacon;23
17324;Guse's Beacon;23
17325;Jeztor's Beacon;23
17326;Stormpike Soldier's Flesh;23
17327;Stormpike Lieutenant's Flesh;23
17328;Stormpike Commander's Flesh;23
17348;Major Healing Draught;23
17349;Superior Healing Draught;23
17351;Major Mana Draught;23
17352;Superior Mana Draught;23
17353;Stormpike Assault Orders;23
17354;Master Ryson's All Seeing Eye;23
17362;Ryson's Beacon;23
17363;Ryson's Beacon;23
17364;Scrying Scope;23
17384;Zinfizzlex's Portable Shredder Unit;23
17410;Zinfizzlex's Portable Shredder Unit;23
17411;Steamsaw;23
17422;Armor Scraps;23
17423;Storm Crystal;23
17442;Frostwolf Assault Orders;23
17502;Frostwolf Soldier's Medal;23
17503;Frostwolf Lieutenant's Medal;23
17504;Frostwolf Commander's Medal;23
17505;Ichman's Beacon;23
17506;Vipore's Beacon;23
17507;Slidore's Beacon;23
17522;Irondeep Supplies;23
17542;Coldtooth Supplies;23
17626;Frostwolf Muzzle;23
17642;Alterac Ram Hide;23
17643;Frostwolf Hide;23
17689;Stormpike Training Collar;23
17690;Frostwolf Insignia Rank 1;23
17691;Stormpike Insignia Rank 1;23
17822;Frostwolf Maps;23
17823;Stormpike Battle Plans;23
17849;Stormpike Banner;23
17850;Frostwolf Banner;23
17900;Stormpike Insignia Rank 2;23
17901;Stormpike Insignia Rank 3;23
17902;Stormpike Insignia Rank 4;23
17903;Stormpike Insignia Rank 5;23
17904;Stormpike Insignia Rank 6;23
17905;Frostwolf Insignia Rank 2;23
17906;Frostwolf Insignia Rank 3;23
17907;Frostwolf Insignia Rank 4;23
17908;Frostwolf Insignia Rank 5;23
17909;Frostwolf Insignia Rank 6;23
18142;Severed Night Elf Head;23
18143;Tuft of Gnome Hair;23
18144;Human Bone Chip;23
18145;Tauren Hoof;23
18146;Darkspear Troll Mojo;23
18147;Forsaken Heart;23
18148;Skull of Korrak;23
18149;Rune of Recall;23
18150;Rune of Recall;23
18206;Dwarf Spine;23
18207;Orc Tooth;23
18225;Worn Running Shoes;23
18226;A Sealed Pact;23
18227;Nubless Pacifier;23
18228;Autographed Picture of Foror & Tigule;23
18229;Nat Pagle's Guide to Extreme Anglin';23
18230;Broken I.W.I.N. Button;23
18231;Sleeveless T-Shirt;23
18233;Tear Stained Handkerchief;23
18234;Document from Boomstick Imports;23
18904;Zorbin's Ultra-Shrinker;23
18922;Secret Plans: Fiery Flux;23
18943;Dark Iron Pillow;23
18944;Incendosaur Scale;23
18945;Dark Iron Residue;23
18946;Head of Overseer Maltorius;23
18947;Rage Scar Yeti Hide;23
18948;Barbaric Bracers;23
18949;Pattern: Barbaric Bracers;23
18950;Chambermaid Pillaclencher's Pillow;23
18951;Evonice's Landin' Pilla;23
18956;Miniaturization Residue;23
18957;Brushwood Blade;23
18958;Water Elemental Core;23
18959;Smithing Tuyere;23
18960;Lookout's Spyglass;23
18961;Zukk'ash Carapace;23
18962;Stinglasher's Glands;23
18969;Pristine Yeti Hide;23
18972;Perfect Yeti Hide;23
18984;Dimensional Ripper - Everlook;23
18986;Ultrasafe Transporter: Gadgetzan;23
19020;Camp Mojache Zukk'ash Report;23
19022;Nat Pagle's Extreme Angler FC-5000;23
19023;Katoom's Best Lure;23
19025;Skylord Plume;23
19026;Snake Burst Firework;23
19027;Schematic: Snake Burst Firework;23
19029;Horn of the Frostwolf Howler;23
19030;Stormpike Battle Charger;23
19031;Frostwolf Battle Tabard;23
19032;Stormpike Battle Tabard;23
19033;Slagtree's Lost Tools;23
19034;Lard's Lunch;23
19035;Lard's Special Picnic Basket;23
19036;Final Message to the Wildhammer;23
19037;Emerald Peak Spaulders;23
19038;Ring of Subtlety;23
19039;Zorbin's Water Resistant Hat;23
19040;Zorbin's Mega-Slicer;23
19041;Pratt's Handcrafted Tunic;23
19042;Jangdor's Handcrafted Tunic;23
19045;Stormpike Battle Standard;23
19046;Frostwolf Battle Standard;23
19060;Warsong Gulch Enriched Ration;23
19061;Warsong Gulch Iron Ration;23
19062;Warsong Gulch Field Ration;23
19064;Shackle Key;23
19066;Warsong Gulch Runecloth Bandage;23
19067;Warsong Gulch Mageweave Bandage;23
19068;Warsong Gulch Silk Bandage;23
19069;Huntsman Malkhor's Skull;23
19070;Huntsman Malkhor's Bones;23
19071;Vessel of Tainted Blood;23
19083;Frostwolf Legionnaire's Cloak;23
19084;Stormpike Soldier's Cloak;23
19085;Frostwolf Advisor's Cloak;23
19086;Stormpike Sage's Cloak;23
19087;Frostwolf Plate Belt;23
19088;Frostwolf Mail Belt;23
19089;Frostwolf Leather Belt;23
19090;Frostwolf Cloth Belt;23
19091;Stormpike Plate Girdle;23
19092;Stormpike Mail Girdle;23
19093;Stormpike Leather Girdle;23
19094;Stormpike Cloth Girdle;23
19095;Frostwolf Legionnaire's Pendant;23
19096;Frostwolf Advisor's Pendant;23
19097;Stormpike Soldier's Pendant;23
19098;Stormpike Sage's Pendant;23
19099;Glacial Blade;23
19100;Electrified Dagger;23
19101;Whiteout Staff;23
19102;Crackling Staff;23
19103;Frostbite;23
19104;Stormstrike Hammer;23
19105;Frost Runed Headdress;23
19106;Ice Barbed Spear;23
19107;Bloodseeker;23
19108;Wand of Biting Cold;23
19109;Deep Rooted Ring;23
19110;Cold Forged Blade;23
19111;Winteraxe Epaulets;23
19112;Frozen Steel Vambraces;23
19113;Yeti Hide Bracers;23
19114;Highland Bow;23
19115;Flask of Forest Mojo;23
19116;Greenleaf Handwraps;23
19117;Laquered Wooden Plate Legplates;23
19118;Nature's Breath;23
19119;Owlbeast Hide Gloves;23
19120;Rune of the Guard Captain;23
19121;Deep Woodlands Cloak;23
19123;Everwarm Handwraps;23
19124;Slagplate Leggings;23
19125;Seared Mail Girdle;23
19126;Slagplate Gauntlets;23
19127;Charred Leather Tunic;23
19128;Seared Mail Vest;23
19129;Everglowing Robe;23
19131;Snowblind Shoes;23
19132;Crystal Adorned Crown;23
19133;Fel Infused Leggings;23
19134;Flayed Doomguard Belt;23
19135;Blacklight Bracer;23
19136;Mana Igniting Cord;23
19137;Onslaught Girdle;23
19138;Band of Sulfuras;23
19139;Fireguard Shoulders;23
19140;Cauterizing Band;23
19141;Luffa;23
19142;Fire Runed Grimoire;23
19143;Flameguard Gauntlets;23
19144;Sabatons of the Flamewalker;23
19145;Robe of Volatile Power;23
19146;Wristguards of Stability;23
19147;Ring of Spell Power;23
19150;Sentinel Basic Care Package;23
19151;Sentinel Standard Care Package;23
19152;Sentinel Advanced Care Package;23
19153;Outrider Advanced Care Package;23
19154;Outrider Basic Care Package;23
19155;Outrider Standard Care Package;23
19159;Woven Ivy Necklace;23
19301;Alterac Manna Biscuit;23
19307;Alterac Heavy Runecloth Bandage;23
19308;Tome of Arcane Domination;23
19309;Tome of Shadow Force;23
19310;Tome of the Ice Lord;23
19311;Tome of Fiery Arcana;23
19312;Lei of the Lifegiver;23
19315;Therazane's Touch;23
19316;Ice Threaded Arrow;23
19317;Ice Threaded Bullet;23
19318;Bottled Alterac Spring Water;23
19319;Harpy Hide Quiver;23
19320;Gnoll Skin Bandolier;23
19321;The Immovable Object;23
19322;Warsong Mark of Honor;23
19323;The Unstoppable Force;23
19324;The Lobotomizer;23
19325;Don Julio's Band;23
19483;Peeling the Onion;23
19484;The Frostwolf Artichoke;23
20558;Warsong Gulch Mark of Honor;23
20560;Alterac Valley Mark of Honor;23
21038;Hardpacked Snowball;23
5426;Serpent's Kiss;22
9312;Blue Firework;22
9313;Green Firework;22
9318;Red Firework;22
12584;Grand Marshal's Longsword;22
12618;Enchanted Thorium Breastplate;22
12619;Enchanted Thorium Leggings;22
12620;Enchanted Thorium Helm;22
12725;Plans: Enchanted Thorium Helm;22
12726;Plans: Enchanted Thorium Leggings;22
12727;Plans: Enchanted Thorium Breastplate;22
13361;Skullforge Reaver;22
15196;Private's Tabard;22
15197;Scout's Tabard;22
15198;Knight's Colors;22
15199;Stone Guard's Herald;22
15200;Senior Sergeant's Insignia;22
16315;Sergeant Major's Cape;22
16334;Sergeant's Insignia;22
16335;Senior Sergeant's Insignia;22
16336;Sergeant Major's Cape;22
16337;Sergeant Major's Cape;22
16338;Knight-Lieutenant's Steed;22
16340;First Sergeant's Cloak;22
16341;Sergeant's Cloak;22
16342;Sergeant's Cape;22
16343;Blood Guard's Mount;22
16344;Lieutenant General's Mount;22
16345;High Warlord's Blade;22
16367;Knight-Captain's Silk Sash;22
16369;Knight-Lieutenant's Silk Boots;22
16370;Knight-Captain's Silk Cuffs;22
16391;Knight-Lieutenant's Silk Gloves;22
16392;Knight-Lieutenant's Leather Boots;22
16393;Knight-Lieutenant's Dragonhide Footwraps;22
16394;Knight-Captain's Leather Bracers;22
16395;Knight-Captain's Dragonhide Armsplints;22
16396;Knight-Lieutenant's Leather Gauntlets;22
16397;Knight-Lieutenant's Dragonhide Gloves;22
16398;Knight-Captain's Leather Belt;22
16399;Knight-Captain's Dragonhide Girdle;22
16400;Knight-Captain's Chain Girdle;22
16401;Knight-Lieutenant's Chain Boots;22
16402;Knight-Captain's Chain Armguards;22
16403;Knight-Lieutenant's Chain Gauntlets;22
16404;Knight-Captain's Plate Wristguards;22
16405;Knight-Lieutenant's Plate Boots;22
16406;Knight-Lieutenant's Plate Gauntlets;22
16407;Knight-Captain's Plate Girdle;22
16409;Knight-Lieutenant's Lamellar Sabatons;22
16410;Knight-Lieutenant's Lamellar Gauntlets;22
16411;Knight-Captain's Lamellar Cinch;22
16412;Knight-Captain's Lamellar Armsplints;22
16413;Knight-Captain's Silk Raiment;22
16414;Knight-Captain's Silk Leggings;22
16415;Lieutenant Commander's Silk Spaulders;22
16416;Lieutenant Commander's Crown;22
16417;Knight-Captain's Leather Armor;22
16418;Lieutenant Commander's Leather Veil;22
16419;Knight-Captain's Leather Legguards;22
16420;Lieutenant Commander's Leather Spaulders;22
16421;Knight-Captain's Dragonhide Tunic;22
16422;Knight-Captain's Dragonhide Leggings;22
16423;Lieutenant Commander's Dragonhide Epaulets;22
16424;Lieutenant Commander's Dragonhide Shroud;22
16425;Knight-Captain's Chain Hauberk;22
16426;Knight-Captain's Chain Leggings;22
16427;Lieutenant Commander's Chain Pauldrons;22
16428;Lieutenant Commander's Chain Helmet;22
16429;Lieutenant Commander's Plate Helm;22
16430;Knight-Captain's Plate Chestguard;22
16431;Knight-Captain's Plate Leggings;22
16432;Lieutenant Commander's Plate Pauldrons;22
16433;Knight-Captain's Lamellar Breastplate;22
16434;Lieutenant Commander's Lamellar Headguard;22
16435;Knight-Captain's Lamellar Leggings;22
16436;Lieutenant Commander's Lamellar Shoulders;22
16437;Marshal's Silk Footwraps;22
16438;Marshal's Silk Bracers;22
16439;Marshal's Silk Sash;22
16440;Marshal's Silk Gloves;22
16441;Field Marshal's Coronet;22
16442;Marshal's Silk Leggings;22
16443;Field Marshal's Silk Vestments;22
16444;Field Marshal's Silk Spaulders;22
16445;Marshal's Dragonhide Bracers;22
16446;Marshal's Leather Footguards;22
16447;Marshal's Dragonhide Waistguard;22
16448;Marshal's Dragonhide Gauntlets;22
16449;Field Marshal's Dragonhide Spaulders;22
16450;Marshal's Dragonhide Legguards;22
16451;Field Marshal's Dragonhide Helmet;22
16452;Field Marshal's Dragonhide Breastplate;22
16453;Field Marshal's Leather Chestpiece;22
16454;Marshal's Leather Handgrips;22
16455;Field Marshal's Leather Mask;22
16456;Marshal's Leather Leggings;22
16457;Field Marshal's Leather Epaulets;22
16458;Marshal's Leather Cinch;22
16459;Marshal's Dragonhide Boots;22
16460;Marshal's Leather Armsplints;22
16461;Marshal's Chain Bracers;22
16462;Marshal's Chain Boots;22
16463;Marshal's Chain Grips;22
16464;Marshal's Chain Girdle;22
16465;Field Marshal's Chain Helm;22
16466;Field Marshal's Chain Breastplate;22
16467;Marshal's Chain Legguards;22
16468;Field Marshal's Chain Spaulders;22
16469;Marshal's Lamellar Armguards;22
16470;Marshal's Lamellar Belt;22
16471;Marshal's Lamellar Gloves;22
16472;Marshal's Lamellar Boots;22
16473;Field Marshal's Lamellar Chestplate;22
16474;Field Marshal's Lamellar Faceguard;22
16475;Marshal's Lamellar Legplates;22
16476;Field Marshal's Lamellar Pauldrons;22
16477;Field Marshal's Plate Armor;22
16478;Field Marshal's Plate Helm;22
16479;Marshal's Plate Legguards;22
16480;Field Marshal's Plate Shoulderguards;22
16481;Marshal's Plate Bracers;22
16482;Marshal's Plate Girdle;22
16483;Marshal's Plate Boots;22
16484;Marshal's Plate Gauntlets;22
16485;Blood Guard's Silk Footwraps;22
16486;First Sergeant's Silk Cuffs;22
16487;Blood Guard's Silk Gloves;22
16488;Legionnaire's Silk Belt;22
16489;Champion's Silk Hood;22
16490;Legionnaire's Silk Pants;22
16491;Legionnaire's Silk Robes;22
16492;Champion's Silk Shoulderpads;22
16493;Legionnaire's Dragonhide Armguards;22
16494;Blood Guard's Dragonhide Boots;22
16495;Legionnaire's Dragonhide Waistband;22
16496;Blood Guard's Dragonhide Gauntlets;22
16497;First Sergeant's Leather Armguards;22
16498;Blood Guard's Leather Treads;22
16499;Blood Guard's Leather Vices;22
