CreatureList;name;patch
12239;Spirit of Gelk;20
12240;Spirit of Kolk;20
12241;Spirit of Magra;20
12242;Spirit of Maraudos;20
12243;Spirit of Veng;20
12245;Vendor-Tron 1000;20
12246;Super-Seller 680;20
12258;Razorlash;20
12976;Kolkar Waylayer;20
12977;Kolkar Ambusher;20
13141;Deeprot Stomper;20
13142;Deeprot Tangler;20
13148;Flame of Ragnaros;20
13282;Noxxion;20
13321;Frog;20
13323;Subterranean Diemetradon;20
13418;Kaymard Copperpinch;20
13420;Penney Copperpinch;20
13429;Nardstrum Copperpinch;20
13430;Jaycrue Copperpinch;20
13431;Whulwert Copperpinch;20
13432;Seersa Copperpinch;20
13433;Wulmort Jinglepocket;20
13434;Macey Jinglepocket;20
13435;Khole Jinglepocket;20
13436;Guchie Jinglepocket;20
13444;Greatfather Winter;20
13445;Great-father Winter;20
13456;Noxxion's Spawn;20
13477;Noxxion Trigger;20
13533;Spewed Larva;20
13596;Rotgrip;20
13599;Stolid Snapjaw;20
13601;Tinkerer Gizlock;20
13602;The Abominable Greench;20
13619;Gizlock's Dummy;20
13620;Gizlock;20
13636;Strange Snowman;20
13696;Noxxious Scion;20
13697;Cavindra;20
13716;Celebras the Redeemed;20
13718;The Nameless Prophet;20
13736;Noxxious Essence;20
13738;Veng;20
13739;Maraudos;20
13740;Magra;20
13741;Gelk;20
13742;Kolk;20
13743;Corrupt Force of Nature;20
14305;Human Orphan;20
14392;Overlord Runthak;20
14444;Orcish Orphan;20
14450;Orphan Matron Nightingale;20
14451;Orphan Matron Battlewail;20
14496;Stormwind Orphan;20
14499;Horde Orphan;20
14886;The Good Rabbit;20
14961;Mirvyna Jinglepocket;20
14962;Dillord Copperpinch;20
14963;Gapp Jinglepocket;20
14964;Hecht Copperpinch;20
15011;Wagner Hammerstrike;20
15012;Javnir Nashak;20
15113;Honored Hero;20
15115;Honored Ancestor;20
15124;Targot Jinglepocket;20
15125;Kosco Copperpinch;20
15193;The Banshee Queen;20
15195;Wickerman Guardian;20
15197;Darkcaller Yanka;20
15199;Sergeant Hartman;20
15309;Spoops;20
15310;Jesper;20
15353;Katrina Shimmerstar;20
15354;Rachelle Gothena;20
15373;Halloween Pirate Captain;20
15374;Halloween Undead Pirate;20
15375;Halloween Pirate Female;20
15376;Halloween Male Ghost;20
15377;Halloween Female Ghost;20
15415;Southshore Stink Bomb Counter;20
15466;Minion of Omen;20
15467;Omen;20
15524;Temporary Reindeer;20
15549;Elder Morndeep;20
15556;Elder Splitrock;20
15557;Elder Rumblerock;20
15558;Elder Silvervein;20
15559;Elder Highpeak;20
15560;Elder Stonefort;20
15561;Elder Obsidian;20
15562;Elder Hammershout;20
15563;Elder Bellowrage;20
15564;Elder Darkcore;20
15565;Elder Stormbrow;20
15566;Elder Snowcrown;20
15567;Elder Ironband;20
15568;Elder Graveborn;20
15569;Elder Goldwell;20
15570;Elder Primestone;20
15572;Elder Runetotem;20
15573;Elder Ragetotem;20
15574;Elder Stonespire;20
15575;Elder Bloodhoof;20
15576;Elder Winterhoof;20
15577;Elder Skychaser;20
15578;Elder Wildmane;20
15579;Elder Darkhorn;20
15580;Elder Proudhorn;20
15581;Elder Grimtotem;20
15582;Elder Windtotem;20
15583;Elder Thunderhorn;20
15584;Elder Skyseer;20
15585;Elder Dawnstrider;20
15586;Elder Dreamseer;20
15588;Elder High Mountain;20
15592;Elder Windrun;20
15593;Elder Starsong;20
15594;Elder Moonstrike;20
15595;Elder Bladeleaf;20
15596;Elder Starglade;20
15597;Elder Moonwarden;20
15598;Elder Bladeswift;20
15599;Elder Bladesing;20
15600;Elder Skygleam;20
15601;Elder Starweave;20
15602;Elder Meadowrun;20
15603;Elder Nightwind;20
15604;Elder Morningdew;20
15605;Elder Riversong;20
15606;Elder Brightspear;20
15607;Elder Farwhisper;20
15626;Celestine Omencaller;20
15631;Spotlight;20
15664;Metzen the Reindeer;20
15665;Mounted Reindeer;20
15685;Southsea Kidnapper;20
15692;Dark Iron Kidnapper;20
15694;Stormwind Reveler;20
15698;Father Winter's Helper;20
15705;Winter's Little Helper;20
15706;Winter Reindeer;20
15710;Tiny Snowman;20
15719;Thunder Bluff Reveler;20
15721;Mechanical Greench;20
15723;Booty Bay Reveler;20
15724;Drunken Bruiser;20
15729;Father Winter's Helper (BIG) gm;20
15730;Pat's Snowcloud Guy;20
15732;Wonderform Operator;20
15745;Greatfather Winter's Helper;20
15746;Great-father Winter's Helper;20
15760;Winter Reveler;20
15772;Christmas Darkmaster Gandling;20
15773;Christmas Cannon Master Willey;20
15775;Christmas Emperor Dagran Thaurissan;20
15776;Christmas Warchief Rend Blackhand;20
15777;Christmas War Master Voone;20
15780;Human Male Winter Reveler;20
15781;Human Female Winter Reveler;20
15782;Dwarf Male Winter Reveler;20
15783;Dwarf Female Winter Reveler;20
15784;Night Elf Female Winter Reveler;20
15785;Troll Female Winter Reveler;20
15786;Orc Female Winter Reveler;20
15787;Goblin Female Winter Reveler;20
15788;Undead Female Winter Reveler;20
15789;Tauren Female Winter Reveler;20
15790;Undead Male Winter Reveler;20
15791;Orc Male Winter Reveler;20
15792;Troll Male Winter Reveler;20
15793;Tauren Male Winter Reveler;20
15794;Night Elf Male Winter Reveler;20
15795;Goblin Male Winter Reveler;20
15796;Christmas Goraluk Anvilcrack;20
15832;Father Winter's Helper (BIG) rm;20
15835;Father Winter's Helper (BIG) rf;20
15838;Father Winter's Helper (BIG) gf;20
15864;Valadar Starsong;20
15871;Elder Bronzebeard;20
15872;Pat's Firework Cluster Guy (BLUE);20
15873;Pat's Firework Cluster Guy (RED);20
15874;Pat's Firework Cluster Guy (GREEN);20
15875;Pat's Firework Cluster Guy (PURPLE);20
15876;Pat's Firework Cluster Guy (WHITE);20
15877;Pat's Firework Cluster Guy (YELLOW);20
15879;Pat's Firework Guy - BLUE;20
15880;Pat's Firework Guy - GREEN;20
15881;Pat's Firework Guy - PURPLE;20
15882;Pat's Firework Guy - RED;20
15883;Pat's Firework Guy - YELLOW;20
15884;Pat's Firework Guy - WHITE;20
15885;Pat's Firework Guy - BLUE BIG;20
15886;Pat's Firework Guy - GREEN BIG;20
15887;Pat's Firework Guy - PURPLE BIG;20
15888;Pat's Firework Guy - RED BIG;20
15889;Pat's Firework Guy - WHITE BIG;20
15890;Pat's Firework Guy - YELLOW BIG;20
15891;Lunar Festival Herald;20
15892;Lunar Festival Emissary;20
15893;Lunar Firework Credit Marker;20
15894;Lunar Cluster Credit Marker;20
15895;Lunar Festival Harbinger;20
15897;Large Spotlight;20
15898;Lunar Festival Vendor;20
15899;Lunar Festival NE Vendor (PH);20
15900;Lunar Festival NE Harbinger;20
15902;Giant Spotlight;20
15905;Darnassus Reveler;20
15906;Ironforge Reveler;20
15907;Undercity Reveler;20
15908;Orgrimmar Reveler;20
15909;Fariel Starsong;20
15911;Pat's Firework Cluster Guy (BLUE BIG);20
15912;Pat's Firework Cluster Guy (GREEN BIG);20
15913;Pat's Firework Cluster Guy (PURPLE BIG);20
15914;Pat's Firework Cluster Guy (RED BIG);20
15915;Pat's Firework Cluster Guy (WHITE BIG);20
15916;Pat's Firework Cluster Guy (YELLOW BIG);20
15917;Lunar Festival Reveler;20
15918;Pat's Firework Cluster Guy (ELUNE);20
15961;Lunar Festival Sentinel;20
15982;[PH] Valentine Reveler, Male;20
15983;[PH] Valentine Reveler, Female;20
16001;Aldris Fourclouds;20
16002;Colara Dean;20
16003;Deathguard Tor;20
16004;Elenia Haydon;20
16005;Lieutenant Jocryn Heldric;20
16007;Orok Deathbane;20
16008;Temma of the Wells;20
16009;Tormek Stoneriver;20
16075;Kwee Q. Peddlefeet;20
16084;picnic blanket;20
16085;Peddlefeet;20
16086;Flower Shower;20
16105;Aristan Mottar;20
16106;Evert Sorisam;20
16107;Apothecary Staffron Lerent;20
16108;Fenstad Argyle;20
16109;Mara Rennick;20
16110;Annalise Lerent;20
16111;Love Fool;20
16547;Speedy;20
16548;Mr. Wiggles;20
16549;Whiskers the Rat;20
16592;Midsummer Bonfire;20
16606;Midsummer Bonfire Despawner;20
16701;Spirit of Summer;20
16781;Midsummer Celebrant;20
16788;Festival Flamekeeper;20
16817;Festival Loremaster;20
16818;Festival Talespinner;20
16889;Stormwind Celebrant;20
16890;Ironforge Celebrant;20
16892;Darnassus Celebrant;20
16893;Orgrimmar Celebrant;20
16894;Thunder Bluff Celebrant;20
16895;Undercity Celebrant;20
16979;Midsummer Merchant;20
16985;Midsummer Merchant Horde Costume;20
16986;Midsummer Merchant Alliance Costume;20
16987;Festival Flamekeeper Costume: Tauren;20
16988;Festival Flamekeeper Costume: Human;20
16989;Festival Flamekeeper Costume: Troll;20
16990;Festival Flamekeeper Costume: Dwarf;20
17003;Cinder Elemental;20
17038;Stormwind Firebreather;20
17041;Orgrimmar Fireeater;20
17048;Ironforge Firebreather;20
17049;Darnassus Firebreather;20
17050;Thunder Bluff Fireeater;20
17051;Undercity Fireeater;20
17066;Ribbon Pole Debug Target;20
17258;Purple Ogre Costume;20
18078;The Evil Rabbit;20
4789;Fallenroot Rogue;19
4984;Argos Nightwhisper;19
5504;Sheldras Moontree;19
6086;Auberdine Sentinel;19
8997;Gershala Nightwhisper;19
9023;Marshal Windsor;19
10182;Rexxar;19
10184;Onyxia;19
10204;Misha;19
11200;Summoned Skeleton;19
11262;Onyxian Whelp;19
11397;Nara Meideros;19
12129;Onyxian Warder;19
12580;Reginald Windsor;19
12581;Mercutio;19
12739;Onyxia's Elite Guard;19
12756;Lady Onyxia;19
12758;Onyxia Trigger;19
12899;Axtroz;19
12900;Somnus;19
13278;Duke Hydraxis;19
13279;Discordant Surge;19
13338;Core Rat;19
17804;Squire Rowe;19
1842;Highlord Taelan Fordring;18
1855;Tirion Fordring;18
2386;Southshore Guard;18
2670;Xizk Goodstitch;18
3833;Cenarion Vindicator;18
4117;Cloud Serpent;18
4409;Gatekeeper Kordurus;18
4660;Maraudine Bonepaw;18
4711;Slitherblade Naga;18
4712;Slitherblade Sorceress;18
4713;Slitherblade Warrior;18
4714;Slitherblade Myrmidon;18
4715;Slitherblade Razortail;18
5491;Arthur the Faithful;18
6019;Hornizz Brimbuzzle;18
11502;Ragnaros;18
11560;Magrami Spectre;18
11562;Drysnap Crawler;18
11563;Drysnap Pincer;18
11658;Molten Giant;18
11659;Molten Destroyer;18
11661;Flamewaker;18
11662;Flamewaker Priest;18
11663;Flamewaker Healer;18
11664;Flamewaker Elite;18
11665;Lava Annihilator;18
11666;Firewalker;18
11667;Flameguard;18
11668;Firelord;18
11669;Flame Imp;18
11671;Core Hound;18
11672;Core Rager;18
11673;Ancient Core Hound;18
11859;Doomguard;18
11872;Myranda the Hag;18
11886;Mercutio Filthgorger;18
11887;Crypt Robber;18
11936;Artist Renfray;18
11982;Magmadar;18
11988;Golemagg the Incinerator;18
12018;Majordomo Executus;18
12031;Mai'Lahii;18
12056;Baron Geddon;18
12057;Garr;18
12076;Lava Elemental;18
12098;Sulfuron Harbinger;18
12099;Firesworn;18
12100;Lava Reaver;18
12101;Lava Surger;18
12118;Lucifron;18
12119;Flamewaker Protector;18
12128;Crimson Elite;18
12143;Son of Flame;18
12148;Riding Kodo (Teal);18
12149;Riding Kodo (Gray);18
12151;Riding Kodo (Green);18
12259;Gehennas;18
12264;Shazzrah;18
12265;Lava Spawn;18
12277;Melizza Brimbuzzle;18
12340;Drulzegar Skraghook;18
12347;Enraged Reef Crawler;18
12354;Brown Riding Kodo;18
12355;Gray Riding Kodo;18
12356;Green Riding Kodo;18
12357;Teal Riding Kodo;18
12944;Lokhtos Darkbargainer;18
13082;Milton Beats;18
13698;Keeper Marandis;18
14385;Doomguard Minion;18
6028;Burkrum;17
7047;Black Broodling;17
7048;Scalding Broodling;17
7049;Flamescale Broodling;17
8125;Dirge Quikcleave;17
9560;Marshal Maxwell;17
9565;Mayara Brightwing;17
9816;Pyroguard Emberseer;17
9817;Blackhand Dreadweaver;17
9818;Blackhand Summoner;17
9819;Blackhand Veteran;17
10083;Rage Talon Flamescale;17
10161;Rookery Whelp;17
10162;Lord Victor Nefarius;17
10257;Bijou;17
10258;Rookery Guardian;17
10264;Solakar Flamewreath;17
10267;Tinkee Steamboil;17
10296;Vaelan;17
10299;Scarshield Infiltrator;17
10316;Blackhand Incarcerator;17
10317;Blackhand Elite;17
10318;Blackhand Assassin;17
10319;Blackhand Iron Guard;17
10321;Emberstrife;17
10339;Gyth;17
10340;Vaelastrasz the Red;17
10363;General Drakkisath;17
10366;Rage Talon Dragon Guard;17
10371;Rage Talon Captain;17
10372;Rage Talon Fire Tongue;17
10429;Warchief Rend Blackhand;17
10430;The Beast;17
10447;Chromatic Dragonspawn;17
10459;Rend on Drake Visual;17
10468;Felnok Steelspring;17
10509;Jed Runewatcher;17
10538;Vaelastrasz;17
10680;Summoned Blackhand Dreadweaver;17
10681;Summoned Blackhand Veteran;17
10683;Rookery Hatcher;17
10718;Shahram;17
10719;Herald of Thrall;17
10740;Awbee;17
10742;Blackhand Dragon Handler;17
10762;Blackhand Thug;17
10776;Finkle Einhorn;17
10814;Chromatic Elite Guard;17
10899;Goraluk Anvilcrack;17
10918;Lorax;17
10929;Haleh;17
10976;Jeziba;17
10996;Fallen Hero;17
11720;Loruk Foreststrider;17
11749;Feran Strongwind;17
11820;Locke Okarr;17
11821;Darn Talongrip;17
11829;Fahrak;17
11856;Kaya Flathoof;17
11857;Makaba Flathoof;17
11858;Grundig Darkcloud;17
11860;Maggran Earthbinder;17
11861;Mor'rogal;17
11862;Tsunaman;17
11864;Tammra Windfield;17
11901;Andruk;17
11910;Grimtotem Ruffian;17
11911;Grimtotem Mercenary;17
11912;Grimtotem Brute;17
11920;Goggeroc;17
12196;Innkeeper Kaylisk;17
12473;Arcanite Dragonling;17
12576;Grish Longrunner;17
12616;Vhulgra;17
12696;Senani Thunderheart;17
12717;Muglash;17
12718;Gurda Ragescar;17
12719;Marukai;17
12720;Framnali;17
12721;Mitsuwa;17
12722;Vera Nightshade;17
12723;Har'alen;17
12724;Pixel;17
12736;Je'neu Sancrea;17
12737;Mastok Wrilehiss;17
12757;Karang Amakkar;17
12816;Xen'Zilla;17
12818;Ruul Snowhoof;17
12819;Ruul Snowhoof Bear Form;17
12837;Yama Snowhoof;17
12856;Ashenvale Outrunner;17
12862;Warsong Scout;17
12863;Warsong Runner;17
12864;Warsong Outrider;17
12867;Kuray'bin;17
12876;Baron Aquanis;17
12918;Chief Murgut;17
12919;Nat Pagle;17
12920;Doctor Gregory Victor;17
12921;Enraged Foulweald;17
12923;Injured Soldier;17
12924;Badly Injured Soldier;17
12925;Critically Injured Soldier;17
12936;Badly Injured Alliance Soldier;17
12937;Critically Injured Alliance Soldier;17
12938;Injured Alliance Soldier;17
12939;Doctor Gustaf VanHowzen;17
12940;Vorsha the Lasher;17
12961;Kil'Hiwana;17
12962;Wik'Tar;17
15131;Qeeju;17
1783;Skeletal Flayer;16
1791;Slavering Ghoul;16
1853;Darkmaster Gandling;16
8563;Woodsman;16
8564;Ranger;16
8565;Pathstrider;16
10432;Vectus;16
10433;Marduk Blackpool;16
10469;Scholomance Adept;16
10470;Scholomance Neophyte;16
10471;Scholomance Acolyte;16
10472;Scholomance Occultist;16
10475;Scholomance Student;16
10476;Scholomance Necrolyte;16
10477;Scholomance Necromancer;16
10478;Splintered Skeleton;16
10480;Unstable Corpse;16
10481;Reanimated Corpse;16
10482;Risen Lackey;16
10485;Risen Aberration;16
10486;Risen Warrior;16
10487;Risen Protector;16
10488;Risen Construct;16
10489;Risen Guard;16
10491;Risen Bonewarder;16
10495;Diseased Ghoul;16
10498;Spectral Tutor;16
10499;Spectral Researcher;16
10500;Spectral Teacher;16
10502;Lady Illucia Barov;16
10503;Jandice Barov;16
10504;Lord Alexei Barov;16
10505;Instructor Malicia;16
10506;Kirtonos the Herald;16
10507;The Ravenian;16
10508;Ras Frostwhisper;16
10579;Kirtonos the Herald (Spell Visual);16
10678;Plagued Hatchling;16
10837;High Executor Derrington;16
10901;Lorekeeper Polkelt;16
10902;Andorhal Tower One;16
10903;Andorhal Tower Two;16
10904;Andorhal Tower Three;16
10905;Andorhal Tower Four;16
11022;Alexi Barov;16
11023;Weldon Barov;16
11053;High Priestess MacDonnell;16
11055;Shadow Priestess Vandis;16
11056;Alchemist Arbington;16
11057;Apothecary Dithers;16
11216;Eva Sarkhoff;16
11217;Lucien Sarkhoff;16
11257;Scholomance Handler;16
11258;Frail Skeleton;16
11261;Doctor Theolen Krastinov;16
11263;Spectral Projection;16
11277;Caer Darrow Citizen;16
11278;Magnus Frostwake;16
11279;Caer Darrow Guardsman;16
11280;Caer Darrow Cannoneer;16
11281;Caer Darrow Horseman;16
11282;Melia;16
11283;Sammy;16
11284;Dark Shade;16
11285;Rory;16
11286;Magistrate Marduke;16
11287;Baker Masterson;16
11316;Joseph Dirte;16
11318;Ragefire Trogg;16
11319;Ragefire Shaman;16
11320;Earthborer;16
11321;Molten Elemental;16
11322;Searing Blade Cultist;16
11323;Searing Blade Enforcer;16
11324;Searing Blade Warlock;16
11439;Illusion of Jandice Barov;16
11517;Oggleflint;16
11518;Jergosh the Invoker;16
11519;Bazzalan;16
11520;Taragaman the Hungerer;16
11547;Skeletal Scholomance Student;16
11551;Necrofiend;16
11582;Scholomance Dark Summoner;16
11598;Risen Guardian;16
11610;Kirsta Deepshadow;16
11611;Cavalier Durgen;16
11613;Huntsman Radley;16
11615;Mickey Levine;16
11616;Nathaniel Dumah;16
11622;Rattlegore;16
11636;Servant of Weldon Barov;16
11637;Servant of Alexi Barov;16
11833;Rahauro;16
11834;Maur Grimtotem;16
11878;Nathanos Blightcaller;16
11885;Blighthound;16
11896;Borelgore;16
11898;Crusader Lord Valdelmar;16
12120;Plagueland Termite;16
12208;Conquered Soul of the Blightcaller;16
12247;Scourge Structure;16
12248;Infiltrator Hameya;16
12250;Zaeldarr the Outcast;16
12339;Demetria;16
12352;Scarlet Trooper;16
12384;Augustus the Touched;16
12425;Flint Shadowmore;16
14512;Corrupted Spirit;16
14513;Malicious Spirit;16
14514;Banal Spirit;16
14518;Aspect of Banality;16
14519;Aspect of Corruption;16
14520;Aspect of Malice;16
14521;Aspect of Shadow;16
14861;Blood Steward of Kirtonos;16
2707;Shadra;15
3520;Ol' Emma;15
5648;Sandfury Shadowcaster;15
5649;Sandfury Blood Drinker;15
5650;Sandfury Witch Doctor;15
7246;Sandfury Shadowhunter;15
7247;Sandfury Soul Eater;15
7267;Chief Ukorz Sandscalp;15
7268;Sandfury Guardian;15
7269;Scarab;15
7270;Sandfury Zombie;15
7271;Witch Doctor Zum'rah;15
7272;Theka the Martyr;15
7273;Gahz'rilla;15
7274;Sandfury Executioner;15
7275;Shadowpriest Sezz'ziz;15
7276;Zul'Farrak Dead Hero;15
7286;Zul'Farrak Zombie;15
7604;Sergeant Bly;15
7605;Raven;15
7606;Oro Eyegouge;15
7607;Weegli Blastfuse;15
7608;Murta Grimgut;15
7786;Skeleton of Zum'rah;15
7787;Sandfury Slave;15
7788;Sandfury Drudge;15
7789;Sandfury Cretin;15
7791;Theka the Martyr Shapeshift;15
7795;Hydromancer Velratha;15
7796;Nekrum Gutchewer;15
7797;Ruuzlu;15
8022;Thadius Grimshade;15
8023;Sharpbeak;15
8024;Sharpbeak's Father;15
8025;Sharpbeak's Mother;15
8095;Sul'lithuz Sandcrawler;15
8120;Sul'lithuz Abomination;15
8127;Antu'sul;15
8130;Sul'lithuz Hatchling;15
8138;Sul'lithuz Broodling;15
8149;Sul'lithuz Warder;15
8156;Servant of Antu'sul;15
8403;Jeremiah Payson;15
8579;Yeh'kinya;15
8612;Screecher Spirit;15
8876;Sandfury Acolyte;15
8877;Sandfury Zealot;15
10080;Sandarr Dunereaver;15
10081;Dustwraith;15
10082;Zerillis;15
10460;Prospector Ironboot;15
10778;Janice Felstone;15
10781;Royal Overseer Bauhaus;15
10782;Royal Factor Bathrilor;15
1;Waypoint (Only GM can see it);14
89;Infernal;14
128;Angry Programmer Tweedle Dee;14
129;Angry Programmer Tweedle Dum;14
130;Programmer Vendor;14
192;Ice Troll;14
280;Placeholder - Jasperlode Mine;14
287;Placeholder - Darkhollow Mine;14
290;Placeholder - Fargodeep Mine;14
291;Placeholder Chest of Drawers;14
298;[UNUSED] Aunt Bethda;14
303;Placeholder Interactive Doodad - jk;14
305;Riding Horse (White Stallion);14
306;Riding Horse (Palomino);14
336;[UNUSED] Rin Tal'Vara;14
373;Murak Winterborn;14
387;Lord Sammuel;14
388;Bromos Murphy;14
389;Lord Lantinga;14
542;Califex of the Deep Wood;14
693;Secondary Skill Trainer;14
882;Bone Caster;14
897;[UNUSED] Brannon Aybara (TEMP);14
929;Dreadlord Malganis;14
996;Master Tailor;14
1046;Red Wyrmkin;14
1047;Red Scalebane;14
1048;Scalebane Lieutenant;14
1049;Wyrmkin Firebrand;14
1050;Scalebane Royal Guard;14
1288;[UNUSED] Hevram Bristol;14
1410;Loranna Dawnfyre UNUSED (Reuse me);14
1485;[UNUSED] Bazaar Merchant TEST;14
1784;Skeletal Sorcerer;14
1785;Skeletal Terror;14
1787;Skeletal Executioner;14
1788;Skeletal Warlord;14
1789;Skeletal Acolyte;14
1793;Rotting Ghoul;14
1794;Soulless Ghoul;14
1795;Searing Ghoul;14
1796;Freezing Ghoul;14
1798;Tortured Soul;14
1800;Cold Wraith;14
1801;Blood Wraith;14
1802;Hungering Wraith;14
1804;Wailing Death;14
1805;Flesh Golem;14
1806;Vile Slime;14
1808;Devouring Ooze;14
1809;Carrion Vulture;14
1811;Plaguewing Vulture;14
1812;Rotting Behemoth;14
1813;Decaying Horror;14
1815;Diseased Black Bear;14
1816;Diseased Grizzly;14
1817;Diseased Wolf;14
1820;Elder Foulmaw Hydra;14
1821;Carrion Lurker;14
1822;Venom Mist Lurker;14
1824;Plague Lurker;14
1826;Scarlet Mage;14
1827;Scarlet Sentinel;14
1831;Scarlet Hunter;14
1832;Scarlet Magus;14
1833;Scarlet Knight;14
1834;Scarlet Paladin;14
1835;Scarlet Invoker;14
1836;Scarlet Cavalier;14
1837;Scarlet Judge;14
1838;Scarlet Interrogator;14
1839;Scarlet High Clerist;14
1840;Grand Inquisitor Isillien;14
1841;Scarlet Executioner;14
1843;Foreman Jerris;14
1844;Foreman Marcrid;14
1845;High Protector Tarsen;14
1847;Foulmane;14
1848;Lord Maldazzar;14
1849;Dreadwhisper;14
1850;Putridius;14
1851;The Husk;14
1852;Araj the Summoner;14
1854;High Priest Thel'danis;14
1883;Scarlet Worker;14
1884;Scarlet Lumberjack;14
1885;Scarlet Smith;14
2084;Natheril Raincaller;14
2279;Alliance Battleguard;14
2280;Horde Battleguard;14
2281;Baelish Frostbane;14
2282;[PH] Orgrun Iceflow;14
2289;Connor McCoy;14
2290;Bertran Keldrake;14
2291;Corbin Halman;14
2292;Reginald Berry;14
2294;Jaynice Sillestan;14
2295;[UNUSED] Bartok Steelgrip;14
2296;[UNUSED] Fulgar Iceforge;14
2297;[UNUSED] Kerrik Firebeard;14
2298;Dolthar Stonefoot;14
2301;[UNUSED] Nerrik Shoyul;14
2303;Lyranne Feathersong;14
2424;Test Banker;14
2813;[UNUSED] Thurgas;14
2815;[UNUSED] Teresa Shore;14
3083;Honor Guard;14
3201;SM Test Mob;14
3468;Ancient of Lore;14
3469;Ancient of War;14
3580;Invisibility Totem;14
3779;Syurana;14
3794;Druid of the Talon;14
3795;Druid of the Claw;14
3909;Healing Stream Totem V;14
3971;Agro 5;14
3972;Agro 7;14
3973;Agro 10;14
4309;Gorm Grimtotem;14
4310;Cor Grimtotem;14
4364;Strashaz Warrior;14
4366;Strashaz Serpent Guard;14
4368;Strashaz Myrmidon;14
4370;Strashaz Sorceress;14
4371;Strashaz Siren;14
4374;Strashaz Hydra;14
4472;Haunting Vision;14
4474;Rotting Cadaver;14
4475;Blighted Zombie;14
4493;Scarlet Avenger;14
4494;Scarlet Spellbinder;14
4626;CHOW Guard;14
5063;Pat's Test Kobold;14
5186;Basking Shark;14
5312;Lethlas;14
5314;Phantim;14
5315;Jademir Dragonspawn;14
5317;Jademir Oracle;14
5319;Jademir Tree Warder;14
5320;Jademir Boughguard;14
5347;Antilus the Soarer;14
5355;Blink (Reuse);14
5718;Rothos;14
5936;Orca;14
6036;Guardian of Backus;14
6107;Phantasm;14
6393;Henen Ragetotem;14
6395;Sergeant Rutger;14
6561;Stone Warden;14
6582;Clutchmother Zavas;14
6583;Gruff;14
6584;King Mosh;14
6648;Antilos;14
6767;Garona;14
7069;Condemned Monk;14
7070;Condemned Cleric;14
7072;Cursed Justicar;14
7075;Writhing Mage;14
7236;Test Anubisath;14
7325;Master Kang;14
7370;Restless Shade;14
7373;Deadwind Enforcer;14
7374;Vengeful Wraith;14
7375;Spirit of Wrath;14
7376;Sky Shadow;14
7378;Doomhound Mastiff;14
7402;Searing Totem VI;14
7428;Frostmaul Giant;14
7429;Frostmaul Preserver;14
7430;Frostsaber Cub;14
7431;Frostsaber;14
7432;Frostsaber Stalker;14
7433;Frostsaber Huntress;14
7434;Frostsaber Pride Watcher;14
7435;Cobalt Wyrmkin;14
7436;Cobalt Scalebane;14
7437;Cobalt Mageweaver;14
7438;Winterfall Ursa;14
7439;Winterfall Shaman;14
7440;Winterfall Den Watcher;14
7441;Winterfall Totemic;14
7442;Winterfall Pathfinder;14
7443;Shardtooth Mauler;14
7444;Shardtooth Bear;14
7445;Elder Shardtooth;14
7446;Rabid Shardtooth;14
7447;Fledgling Chillwind;14
7448;Chillwind Chimaera;14
7449;Chillwind Ravager;14
7450;Ragged Owlbeast;14
7451;Raging Owlbeast;14
7452;Crazed Owlbeast;14
7453;Moontouched Owlbeast;14
7454;Berserk Owlbeast;14
7455;Winterspring Owl;14
7456;Winterspring Screecher;14
7457;Rogue Ice Thistle;14
7458;Ice Thistle Yeti;14
7459;Ice Thistle Matriarch;14
7460;Ice Thistle Patriarch;14
7461;Hederine Initiate;14
7462;Hederine Manastalker;14
7463;Hederine Slayer;14
7469;Nature Resistance Totem III;14
7484;Windfury Totem III;14
7487;Grace of Air Totem II;14
7523;Suffering Highborne;14
7524;Anguished Highborne;14
7554;Snowy Owl;14
7624;Test Death Knight;14
7704;Riding Raptor (Crimson);14
8196;Occulus;14
8197;Chronalis;14
8204;Soriid the Devourer;14
8303;Grunter;14
8383;Master Wood;14
8477;Skeletal Servant;14
8519;Blighted Surge;14
8520;Plague Ravager;14
8521;Blighted Horror;14
8522;Plague Monstrosity;14
8523;Scourge Soldier;14
8524;Cursed Mage;14
8525;Scourge Warder;14
8526;Dark Caster;14
8527;Scourge Guard;14
8528;Dread Weaver;14
8529;Scourge Champion;14
8530;Cannibal Ghoul;14
8531;Gibbering Ghoul;14
8532;Diseased Flayer;14
8534;Putrid Gargoyle;14
8535;Putrid Shrieker;14
8536;Putrid Slayer;14
8538;Unseen Servant;14
8539;Eyeless Watcher;14
8540;Torn Screamer;14
8541;Hate Shrieker;14
8542;Death Singer;14
8543;Stitched Horror;14
8544;Gangled Golem;14
8545;Abomination;14
8546;Dark Adept;14
8547;Death Cultist;14
8548;Vile Tutor;14
8549;[UNUSED] Acolyte;14
8550;Shadowmage;14
8551;Dark Summoner;14
8552;Necrolyte;14
8553;Necromancer;14
8555;Crypt Fiend;14
8556;Crypt Walker;14
8557;Crypt Horror;14
8558;Crypt Slayer;14
8559;Undead Nerubian;14
8560;Mossflayer Scout;14
8561;Mossflayer Shadowhunter;14
8562;Mossflayer Cannibal;14
8588;Umbranse the Spiritspeaker;14
8596;Plaguehound Runt;14
8597;Plaguehound;14
8598;Frenzied Plaguehound;14
8600;Plaguebat;14
8601;Noxious Plaguebat;14
8602;Monstrous Plaguebat;14
8603;Carrion Grub;14
